Player,Country,Start,End,Matches,Innings,NotOuts,Runs,HighScore,HighScoreNotOut,Average,BallsFaced,StrikeRate,Hundreds,Fifties,Ducks,Fours,Sixes
C Akyuz ,TKY,2019,2019,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
MA Aponso ,Sri Lanka,2018,2018,3,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
S Arachchige ,ITA,2019,2019,4,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
SK Atai ,Papau New Guinea,2019,2019,2,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
MS Aulakh ,Canada,2012,2013,3,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
M Bhanuka ,Sri Lanka,2019,2019,2,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
AF Buurman ,Netherlands,2010,2010,4,2,0,0,0,FALSE,0,4,0,0,0,2,0,0
PP Chawla ,India,2010,2012,7,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
DO Christian ,West Indies,2011,2011,2,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
I Civric ,Serb,2019,2019,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
S Dalton ,CZK-R,2019,2019,2,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
N Dipakkumar Patel ,PNM,2019,2019,3,1,0,0,0,FALSE,0,0,NA,0,0,1,0,0
JN Dorji ,BHU,2019,2019,1,1,0,0,0,FALSE,0,0,NA,0,0,1,0,0
Ehsan Nawaz ,Hong Kong,2014,2017,5,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
Fakhrul Mohon ,PORT,2019,2019,4,1,0,0,0,FALSE,0,0,NA,0,0,1,0,0
GC Galanis (),NA,2019,2019,2,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
Gershon Yusuf ,NGA,2019,2019,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
L Gharasim ,ROM,2019,2020,3,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
M Goonetilleke ,MLT,2019,2019,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
T Henderson ,South Africa,2006,2006,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
KC Hodsoll ,Bermuda,2008,2008,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
Imran Khan (1) ,Pakistan,2015,2015,3,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
P Kerai ,Kenya,2019,2019,6,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
RN Lewis ,West Indies,2008,2008,1,1,0,0,0,FALSE,0,4,0,0,0,1,0,0
CA Liyanage ,Mald,2019,2020,3,3,1,0,0,TRUE,0,2,0,0,0,2,0,0
AJ McKay ,New Zealand,2010,2010,2,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
GI Maiden ,Scotland,2008,2008,3,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
P Malav ,LUX,2020,2020,3,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
OM Marshall ,Peru,2019,2019,3,1,0,0,0,FALSE,0,3,0,0,0,1,0,0
M Meade ,Chile,2019,2019,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
Mehran Siasar ,Iran,2020,2020,1,1,0,0,0,FALSE,0,3,0,0,0,1,0,0
Michael Nazir ,MLT,2019,2019,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
TS Mills ,England/ICC World XI,2016,2018,5,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
A Mishra ,India,2010,2017,10,1,0,0,0,FALSE,0,0,NA,0,0,1,0,0
Mohammad Ayaz ,United Arab Emirates,2020,2020,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
Mohammad Qazi ,Canada,2008,2008,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
HJC Mol ,Netherlands,2008,2008,4,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
Musa Shaheen ,DEN,2019,2019,1,1,0,0,0,FALSE,0,3,0,0,0,1,0,0
AA Noffke ,Australia,2007,2008,2,1,0,0,0,FALSE,0,0,NA,0,0,1,0,0
L Nussbaumer ,GUE,2019,2019,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
A Orfila ,GIBR,2019,2019,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
MM Patel ,India,2011,2011,3,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
T Phaswana ,Botsw,2019,2019,1,1,0,0,0,FALSE,0,3,0,0,0,1,0,0
DM Richards ,West Indies,2009,2009,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
R Rivas ,Chile,2019,2019,3,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
I Sawmy ,DEN,2019,2019,2,2,1,0,0,TRUE,0,2,0,0,0,1,0,0
Shakeel Ansar ,Pakistan,2012,2012,2,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
B Shikongo ,Namibia,2019,2019,11,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
BA Simango ,Moz,2019,2019,2,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
M Simmons ,Bermuda,2019,2019,2,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
M Simpson-Parker ,Aut,2019,2019,3,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
MS Sinclair ,New Zealand,2005,2007,2,2,0,0,0,FALSE,0,5,0,0,0,2,0,0
S Singh ,PORT,2019,2019,1,1,0,0,0,FALSE,0,9,0,0,0,1,0,0
S Soosiyakumar ,BUL,2019,2019,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
ES Soto ,CRC,2019,2019,1,1,0,0,0,FALSE,0,2,0,0,0,1,0,0
L Sreekumar ,United Arab Emirates,2017,2017,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
Ziaur Rehman ,Fin,2019,2019,1,1,0,0,0,FALSE,0,4,0,0,0,1,0,0
M Zondeki ,South Africa,2006,2006,1,1,0,0,0,FALSE,0,1,0,0,0,1,0,0
Zulqarnain Haider ,ESP,2019,2019,5,1,0,0,0,FALSE,0,0,NA,0,0,1,0,0
AC Evans ,Scotland,2015,2019,27,6,1,1,1,TRUE,0.2,10,10,0,0,5,0,0
T Turan ,TKY,2019,2019,4,4,0,1,1,FALSE,0.25,17,5.882352941,0,0,3,0,0
HS Alta ,TKY,2019,2019,4,4,1,1,1,TRUE,0.333333333,10,10,0,0,3,0,0
S Kansoy ,TKY,2019,2019,4,4,0,2,2,FALSE,0.5,7,28.57142857,0,0,3,0,0
S Bhari ,Nepal,2019,2020,8,5,3,1,1,TRUE,0.5,7,14.28571429,0,0,2,0,0
M Muralitharan ,Sri Lanka,2006,2010,12,2,0,1,1,FALSE,0.5,5,20,0,0,1,0,0
R Neale ,LUX,2019,2019,3,2,0,1,1,FALSE,0.5,6,16.66666667,0,0,1,0,0
MDK Perera ,Sri Lanka,2011,2011,3,2,0,1,1,FALSE,0.5,6,16.66666667,0,0,1,0,0
KM Silva (),NA,2019,2019,3,2,0,1,1,FALSE,0.5,6,16.66666667,0,0,1,0,0
Masood Jayezeh ,Iran,2020,2020,3,3,0,2,1,FALSE,0.666666667,13,15.38461538,0,0,1,0,0
Amjad Mahboob ,SGP,2019,2020,14,6,2,3,1,TRUE,0.75,14,21.42857143,0,0,2,0,0
R Ulutuna ,TKY,2019,2019,4,4,0,3,1,FALSE,0.75,16,18.75,0,0,1,0,0
AB Dursak ,TKY,2019,2019,4,4,0,4,3,FALSE,1,24,16.66666667,0,0,2,0,0
Fahad Ali (),NA,2019,2019,3,3,0,3,2,FALSE,1,14,21.42857143,0,0,1,0,0
M Faheem ,THAI,2019,2020,7,3,0,3,2,FALSE,1,7,42.85714286,0,0,1,0,0
Aftab Alam ,Afghanistan,2012,2018,12,5,3,2,1,TRUE,1,9,22.22222222,0,0,1,0,0
Arshad Hayat ,CZK-R,2019,2019,7,2,0,2,2,FALSE,1,7,28.57142857,0,0,1,0,0
JP Bray ,Ireland,2009,2009,2,2,0,2,2,FALSE,1,17,11.76470588,0,0,1,0,0
P Buccimazza ,PORT,2019,2019,4,2,0,2,1,FALSE,1,13,15.38461538,0,0,0,0,0
Emran Shahbakhsh ,Iran,2020,2020,3,3,1,2,2,TRUE,1,8,25,0,0,2,0,0
BW Hilfenhaus ,Australia,2007,2012,7,3,1,2,2,FALSE,1,10,20,0,0,1,0,0
S Vijayakumar ,SGP,2019,2019,9,2,0,2,1,FALSE,1,5,40,0,0,0,0,0
Z Abbasi ,Botsw,2019,2019,1,1,0,1,1,FALSE,1,5,20,0,0,0,0,0
J Allen (),NA,2019,2019,2,2,1,1,1,TRUE,1,4,25,0,0,1,0,0
JM Anderson ,England,2007,2009,19,4,3,1,1,TRUE,1,2,50,0,0,1,0,0
B Angeltti ,Arg,2019,2019,3,1,0,1,1,FALSE,1,4,25,0,0,0,0,0
DR Brown ,Scotland,2007,2007,2,1,0,1,1,FALSE,1,5,20,0,0,0,0,0
Dhiman Ghosh ,Bangladesh,2008,2008,1,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
HH Dippenaar ,South Africa,2006,2006,1,1,0,1,1,FALSE,1,5,20,0,0,0,0,0
B Dugic ,Serb,2019,2019,2,1,0,1,1,FALSE,1,4,25,0,0,0,0,0
GDR Eranga ,Canada,2019,2019,9,1,0,1,1,FALSE,1,1,100,0,0,0,0,0
LH Ferguson ,New Zealand,2017,2020,11,1,0,1,1,FALSE,1,3,33.33333333,0,0,0,0,0
MD Garratt ,GIBR,2019,2019,4,2,1,1,1,FALSE,1,5,20,0,0,0,0,0
A Gavde ,Caym,2019,2019,1,1,0,1,1,FALSE,1,6,16.66666667,0,0,0,0,0
GM Hyde ,Blz,2019,2019,3,1,0,1,1,FALSE,1,6,16.66666667,0,0,0,0,0
JS Jesani ,Kenya,2007,2007,1,1,0,1,1,FALSE,1,5,20,0,0,0,0,0
MBS Jonkman ,Netherlands,2010,2010,3,1,0,1,1,FALSE,1,8,12.5,0,0,0,0,0
B Khumalo ,Botsw,2019,2019,3,1,0,1,1,FALSE,1,3,33.33333333,0,0,0,0,0
VJ Kingma ,Netherlands,2016,2019,4,2,1,1,1,FALSE,1,5,20,0,0,0,0,0
J Lewis ,England,2005,2007,2,2,1,1,1,FALSE,1,4,25,0,0,0,0,0
C Liebenberg ,IOM,2020,2020,1,1,0,1,1,FALSE,1,1,100,0,0,0,0,0
RD McCann ,Ireland,2012,2012,3,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
M Nasim Baras ,Afghanistan,2015,2015,3,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
ML Nkala ,Zimbabwe,2006,2006,1,1,0,1,1,FALSE,1,3,33.33333333,0,0,0,0,0
MS Panesar ,England,2007,2007,1,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
SD Parry ,England,2014,2015,5,1,0,1,1,FALSE,1,1,100,0,0,0,0,0
J Perman ,ESP,2019,2020,4,1,0,1,1,FALSE,1,6,16.66666667,0,0,0,0,0
EB Ringera ,Kenya,2019,2019,1,1,0,1,1,FALSE,1,3,33.33333333,0,0,0,0,0
O Sam Arthur ,CRC,2019,2019,3,2,1,1,1,FALSE,1,1,100,0,0,0,0,0
M Sarenac ,Serb,2019,2019,2,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
Sayed Shirzad ,Afghanistan,2015,2019,4,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
AL Stephen ,VAN,2019,2019,2,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
TE Tucker ,Bermuda,2008,2008,1,1,0,1,1,FALSE,1,5,20,0,0,0,0,0
S Veerapathiran ,BHR,2020,2020,1,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
I Wardlaw ,Scotland,2013,2013,4,1,0,1,1,FALSE,1,3,33.33333333,0,0,0,0,0
Wasim Ali ,Oman,2019,2020,3,2,1,1,1,FALSE,1,6,16.66666667,0,0,0,0,0
G Wijekoon ,Sri Lanka,2007,2007,3,2,1,1,1,TRUE,1,5,20,0,0,1,0,0
Zaki Ul Hassan ,Belg,2019,2019,3,1,0,1,1,FALSE,1,2,50,0,0,0,0,0
Zeeshan Abbas ,BHR,2019,2019,1,1,0,1,1,FALSE,1,4,25,0,0,0,0,0
DG Brownlie ,New Zealand,2010,2014,5,5,0,6,5,FALSE,1.2,18,33.33333333,0,0,3,1,0
MA Baig ,MWest Indies,2019,2019,7,4,0,5,5,FALSE,1.25,12,41.66666667,0,0,3,1,0
A Bhagwat ,Hong Kong,2019,2019,4,4,0,5,3,FALSE,1.25,16,31.25,0,0,1,0,0
Junaid Siddique ,United Arab Emirates,2019,2020,13,6,2,5,3,FALSE,1.25,18,27.77777778,0,0,2,0,0
Baljit Singh ,ITA,2019,2019,8,3,0,4,3,FALSE,1.333333333,16,25,0,0,1,0,0
Muhammad Khurram ,MWest Indies,2019,2019,5,3,0,4,3,FALSE,1.333333333,20,20,0,0,1,0,0
T Ulutuna ,TKY,2019,2019,3,3,0,4,4,FALSE,1.333333333,9,44.44444444,0,0,2,1,0
DE Burgess ,Samoa,2019,2019,4,4,0,6,3,FALSE,1.5,12,50,0,0,2,0,0
Abu Jayed ,Bangladesh,2018,2018,3,2,0,3,2,FALSE,1.5,7,42.85714286,0,0,0,0,0
GJ Agius ,MLT,2019,2019,2,2,0,3,3,FALSE,1.5,15,20,0,0,1,0,0
Amir Hayat ,United Arab Emirates,2018,2019,4,2,0,3,3,FALSE,1.5,6,50,0,0,1,0,0
S Byrne ,MLT,2019,2019,2,2,0,3,3,FALSE,1.5,9,33.33333333,0,0,1,0,0
CL Cairns ,New Zealand,2005,2006,2,2,0,3,2,FALSE,1.5,13,23.07692308,0,0,0,0,0
ST de Silva ,Sri Lanka,2017,2017,3,2,0,3,3,FALSE,1.5,7,42.85714286,0,0,1,0,0
WT Gavera ,Papau New Guinea,2015,2017,6,2,0,3,2,FALSE,1.5,6,50,0,0,0,0,0
M Mooketsi ,Botsw,2019,2019,7,5,0,8,3,FALSE,1.6,24,33.33333333,0,0,1,0,0
Anwar Rahman ,MAL,2019,2020,11,4,1,5,3,TRUE,1.666666667,8,62.5,0,0,1,0,0
TCR Kimber ,GUE,2019,2019,3,3,0,5,2,FALSE,1.666666667,13,38.46153846,0,0,0,0,0
GRD Munasinghe ,ITA,2019,2019,8,4,1,5,4,TRUE,1.666666667,13,38.46153846,0,0,2,1,0
JD Freyone ,GIBR,2019,2019,4,4,0,8,4,FALSE,2,29,27.5862069,0,0,2,0,0
R Hekure ,Papau New Guinea,2019,2019,8,4,1,6,2,TRUE,2,12,50,0,0,0,0,0
TD Astle ,New Zealand,2016,2019,3,2,0,4,3,FALSE,2,10,40,0,0,0,0,0
SR Bhudia ,Kenya,2019,2019,4,3,1,4,3,FALSE,2,16,25,0,0,1,0,0
JAR Blain ,Scotland,2007,2008,6,3,1,4,3,TRUE,2,5,80,0,0,1,0,0
NM Carter ,Scotland,2013,2013,7,2,0,4,3,FALSE,2,12,33.33333333,0,0,0,0,0
C Emmott ,Chile,2019,2019,2,2,0,4,4,FALSE,2,11,36.36363636,0,0,1,0,0
MF Koc ,TKY,2019,2019,3,3,1,4,4,TRUE,2,17,23.52941176,0,0,2,0,0
RT Lyons ,Scotland,2010,2010,2,2,0,4,4,FALSE,2,17,23.52941176,0,0,1,0,0
JO Ngoche ,Kenya,2012,2013,7,3,1,4,2,FALSE,2,17,23.52941176,0,0,0,0,0
CR Suryawanshi ,SGP,2019,2019,3,2,0,4,4,FALSE,2,6,66.66666667,0,0,1,0,0
K Suttisan ,THAI,2019,2019,2,2,0,4,4,FALSE,2,5,80,0,0,1,1,0
T Thushara ,Sri Lanka,2008,2010,6,2,0,4,3,FALSE,2,8,50,0,0,0,0,0
Abdullah Mahmood ,DEN,2019,2019,1,1,0,2,2,FALSE,2,2,100,0,0,0,0,0
N Advani ,GIBR,2019,2019,1,1,0,2,2,FALSE,2,4,50,0,0,0,0,0
Areeb Quadir ,Fin,2019,2019,2,1,0,2,2,FALSE,2,12,16.66666667,0,0,0,0,0
A Bhattarai ,Nepal,2014,2014,1,1,0,2,2,FALSE,2,3,66.66666667,0,0,0,0,0
GB Brent ,Zimbabwe,2006,2007,3,1,0,2,2,FALSE,2,5,40,0,0,0,0,0
H Dajc ,Serb,2019,2019,2,2,1,2,2,TRUE,2,3,66.66666667,0,0,1,0,0
MVT Fernando ,Sri Lanka,2017,2017,1,1,0,2,2,FALSE,2,2,100,0,0,0,0,0
C Fry ,LUX,2019,2019,3,1,0,2,2,FALSE,2,6,33.33333333,0,0,0,0,0
BD Glover ,Netherlands,2019,2019,19,4,3,2,1,TRUE,2,8,25,0,0,1,0,0
Jandu Hamoud ,KUW,2019,2019,6,1,0,2,2,FALSE,2,4,50,0,0,0,0,0
Ilyas Ahmed ,KUW,2019,2020,7,3,2,2,1,TRUE,2,3,66.66666667,0,0,0,0,0
A Khan ,England,2009,2009,1,1,0,2,2,FALSE,2,4,50,0,0,0,0,0
I Lisboa ,Chile,2019,2019,1,1,0,2,2,FALSE,2,3,66.66666667,0,0,0,0,0
MJ Mason ,New Zealand,2006,2008,3,1,0,2,2,FALSE,2,2,100,0,0,0,0,0
Muslim Yar ,GER,2019,2020,8,1,0,2,2,FALSE,2,6,33.33333333,0,0,0,0,0
Najeeb Amar ,Hong Kong,2014,2014,1,1,0,2,2,FALSE,2,9,22.22222222,0,0,0,0,0
W Nalisa ,VAN,2019,2019,9,3,2,2,1,TRUE,2,4,50,0,0,1,0,0
Naveed Ahmed ,CZK-R,2019,2020,10,2,1,2,2,TRUE,2,4,50,0,0,1,0,0
A Ndlovu ,Zimbabwe,2019,2019,3,1,0,2,2,FALSE,2,4,50,0,0,0,0,0
Noman Kamawi ,Belg,2019,2019,1,1,0,2,2,FALSE,2,7,28.57142857,0,0,0,0,0
A Nortje ,South Africa,2019,2020,5,1,0,2,2,FALSE,2,6,33.33333333,0,0,0,0,0
S Saeed ,Mald,2019,2019,5,1,0,2,2,FALSE,2,4,50,0,0,0,0,0
Saqlain Ali ,Belg,2019,2019,2,1,0,2,2,FALSE,2,6,33.33333333,0,0,0,0,0
Shoaib Gazi Hossain ,Chile,2019,2019,4,1,0,2,2,FALSE,2,5,40,0,0,0,0,0
GJ Snyman ,South Africa,2021,2021,1,1,0,2,2,FALSE,2,6,33.33333333,0,0,0,0,0
LL Tsotsobe ,South Africa,2009,2014,23,3,2,2,1,TRUE,2,10,20,0,0,0,0,0
Waqar Khan ,Peru,2019,2019,4,2,1,2,2,TRUE,2,3,66.66666667,0,0,1,0,0
UT Yadav ,India,2012,2019,7,1,0,2,2,FALSE,2,4,50,0,0,0,0,0
Zaheer Maqsood ,United Arab Emirates,2015,2016,3,1,0,2,2,FALSE,2,5,40,0,0,0,0,0
H Hiri ,Papau New Guinea,2016,2019,5,4,0,9,4,FALSE,2.25,15,60,0,0,0,0,0
JS Kundi ,Kenya,2019,2019,6,4,0,9,6,FALSE,2.25,22,40.90909091,0,0,1,1,0
G Dutta ,Mex,2019,2019,7,6,0,14,8,FALSE,2.333333333,28,50,0,0,3,1,0
Arshad Mazarzei ,Iran,2020,2020,3,3,0,7,5,FALSE,2.333333333,40,17.5,0,0,0,1,0
DK Dahani ,Iran,2020,2020,3,3,0,7,4,FALSE,2.333333333,8,87.5,0,0,1,1,0
P Kumar ,India,2008,2012,10,3,0,7,6,FALSE,2.333333333,16,43.75,0,0,1,0,0
RAS Lakmal ,Sri Lanka,2011,2019,11,6,3,7,5,TRUE,2.333333333,11,63.63636364,0,0,2,1,0
L Ngidi ,South Africa,2017,2020,16,4,1,7,4,FALSE,2.333333333,15,46.66666667,0,0,1,0,0
LV van Beek ,Netherlands,2014,2016,8,4,1,7,4,TRUE,2.333333333,15,46.66666667,0,0,0,0,0
Vichanath Singh ,THAI,2019,2020,8,4,1,7,3,TRUE,2.333333333,18,38.88888889,0,0,0,0,0
Awais Malik ,QAT,2019,2020,18,7,0,17,9,FALSE,2.428571429,27,62.96296296,0,0,3,1,0
S Hallett ,Peru,2019,2019,4,4,0,10,5,FALSE,2.5,16,62.5,0,0,1,1,0
Zahoor Khan ,United Arab Emirates,2017,2020,22,6,2,10,6,FALSE,2.5,20,50,0,0,1,1,0
Asad Ali Rehemtulla ,BUL,2020,2020,3,3,1,5,3,FALSE,2.5,11,45.45454545,0,0,0,0,0
YS Chahal ,India,2016,2021,46,4,2,5,3,TRUE,2.5,11,45.45454545,0,0,0,0,0
Hasheem Shahzad ,MLT,2019,2019,2,2,0,5,5,FALSE,2.5,9,55.55555556,0,0,1,1,0
Ismail Sardar ,THAI,2020,2020,2,2,0,5,3,FALSE,2.5,16,31.25,0,0,0,0,0
I Katzarski ,BUL,2019,2019,3,2,0,5,3,FALSE,2.5,12,41.66666667,0,0,0,0,0
A Krishna ,SGP,2019,2020,7,3,1,5,4,FALSE,2.5,4,125,0,0,1,1,0
A Morris ,Caym,2019,2019,6,4,2,5,3,TRUE,2.5,17,29.41176471,0,0,1,0,0
S Appu ,MLT,2019,2019,4,4,1,8,6,FALSE,2.666666667,14,57.14285714,0,0,0,0,0
HMRKB Herath ,Sri Lanka,2011,2016,17,6,3,8,3,FALSE,2.666666667,12,66.66666667,0,0,0,0,0
Kuldeep Singh ,PHI,2019,2019,4,3,0,8,6,FALSE,2.666666667,16,50,0,0,0,0,0
BAW Mendis ,Sri Lanka,2008,2014,39,8,5,8,4,TRUE,2.666666667,17,47.05882353,0,0,0,1,0
N Senamontree ,THAI,2020,2020,4,4,1,8,4,FALSE,2.666666667,23,34.7826087,0,0,1,0,0
AA Mulla ,Canada,2008,2008,4,4,0,11,8,FALSE,2.75,19,57.89473684,0,0,1,2,0
SW Tait ,Australia,2007,2016,21,6,2,11,6,FALSE,2.75,15,73.33333333,0,0,1,0,1
W Uisuk ,THAI,2020,2020,4,4,0,11,5,FALSE,2.75,40,27.5,0,0,0,1,0
RW Price ,Zimbabwe,2008,2012,16,9,4,15,7,TRUE,3,28,53.57142857,0,0,1,1,0
H Helva ,TKY,2019,2019,4,4,0,12,7,FALSE,3,25,48,0,0,2,2,0
Muhammad Muneeb ,Belg,2020,2020,4,4,0,12,6,FALSE,3,21,57.14285714,0,0,2,2,0
JJ Celestine ,Bermuda,2008,2008,3,3,0,9,7,FALSE,3,17,52.94117647,0,0,1,0,0
JS Patel ,New Zealand,2005,2008,11,4,1,9,5,FALSE,3,14,64.28571429,0,0,1,1,0
A Poulose ,Oman,2017,2017,3,3,0,9,9,FALSE,3,14,64.28571429,0,0,2,2,0
TS Braat ,Netherlands,2019,2019,3,2,0,6,5,FALSE,3,7,85.71428571,0,0,0,1,0
SDJJ Dima ,Moz,2019,2019,4,2,0,6,3,FALSE,3,8,75,0,0,0,0,0
NM Hauritz ,Australia,2009,2009,3,2,0,6,4,FALSE,3,10,60,0,0,0,1,0
Javed Ahmadi ,Afghanistan,2012,2017,3,2,0,6,6,FALSE,3,7,85.71428571,0,0,1,1,0
I Master ,Botsw,2019,2019,2,2,0,6,4,FALSE,3,8,75,0,0,0,1,0
J Mulder ,Ireland,2016,2017,8,4,2,6,5,TRUE,3,11,54.54545455,0,0,1,0,0
Omar Hayat ,DEN,2019,2019,2,2,0,6,5,FALSE,3,4,150,0,0,0,0,0
MC Bascombe ,West Indies,2011,2011,1,1,0,3,3,FALSE,3,7,42.85714286,0,0,0,0,0
P Bhart ,NOR,2019,2019,5,3,2,3,2,TRUE,3,17,17.64705882,0,0,1,0,0
JA Burrows ,IOM,2020,2020,1,1,0,3,3,FALSE,3,4,75,0,0,0,0,0
D de la Puente ,Peru,2019,2019,2,2,1,3,2,TRUE,3,7,42.85714286,0,0,0,0,0
AM Guruge ,United Arab Emirates,2014,2015,5,3,2,3,1,TRUE,3,8,37.5,0,0,0,0,0
Ibrahim Nashath ,Mald,2019,2019,3,2,1,3,3,TRUE,3,5,60,0,0,1,0,0
Javed Maroofkhail ,NOR,2019,2019,2,1,0,3,3,FALSE,3,8,37.5,0,0,0,0,0
GJP Kruger ,South Africa,2006,2006,1,1,0,3,3,FALSE,3,5,60,0,0,0,0,0
Mahmad Data ,PNM,2019,2019,2,1,0,3,3,FALSE,3,5,60,0,0,0,0,0
R Olipa ,UGA,2019,2019,2,1,0,3,3,FALSE,3,4,75,0,0,0,0,0
LN Rajbanshi ,Nepal,2018,2019,12,2,1,3,3,FALSE,3,7,42.85714286,0,0,0,0,0
LA Simango ,Moz,2019,2019,3,2,1,3,2,FALSE,3,4,75,0,0,0,0,0
K Sinclair ,West Indies,2021,2021,3,1,0,3,3,FALSE,3,8,37.5,0,0,0,0,0
SMK Waththage ,CZK-R,2019,2019,5,1,0,3,3,FALSE,3,5,60,0,0,0,0,0
SHT Kandamby ,Sri Lanka,2008,2011,5,4,0,13,10,FALSE,3.25,21,61.9047619,0,0,1,0,0
R Avery (),NA,2019,2019,4,3,0,10,9,FALSE,3.333333333,24,41.66666667,0,0,1,0,0
CS Baugh ,West Indies,2008,2012,3,3,0,10,7,FALSE,3.333333333,12,83.33333333,0,0,0,1,0
ZE Matsinhe ,Moz,2019,2019,7,4,1,10,6,TRUE,3.333333333,17,58.82352941,0,0,1,0,1
SHA Rance ,New Zealand,2017,2019,8,3,0,10,8,FALSE,3.333333333,21,47.61904762,0,0,0,0,0
A Rangaswamy ,Botsw,2019,2019,4,3,0,10,7,FALSE,3.333333333,13,76.92307692,0,0,1,0,1
D Ravu ,Papau New Guinea,2019,2019,17,4,1,10,6,FALSE,3.333333333,9,111.1111111,0,0,1,1,0
ZE Surkari ,Canada,2008,2008,4,3,0,10,6,FALSE,3.333333333,33,30.3030303,0,0,1,0,0
Rubel Hossain ,Bangladesh,2009,2018,27,14,9,17,8,TRUE,3.4,30,56.66666667,0,0,4,1,0
B Regmi ,Nepal,2014,2019,18,11,4,24,11,FALSE,3.428571429,56,42.85714286,0,0,1,2,0
DW Steyn ,South Africa,2007,2020,47,12,6,21,5,TRUE,3.5,26,80.76923077,0,0,2,2,0
VD Philander ,South Africa,2007,2007,7,4,0,14,6,FALSE,3.5,28,50,0,0,0,0,0
Saqlain Haider ,United Arab Emirates,2016,2016,6,5,1,14,7,FALSE,3.5,35,40,0,0,0,0,0
Al-Amin Hossain ,Bangladesh,2013,2020,31,6,4,7,5,TRUE,3.5,12,58.33333333,0,0,1,1,0
Ashiqullah Said ,Belg,2019,2020,7,4,2,7,4,TRUE,3.5,6,116.6666667,0,0,1,1,0
NB Budayair ,Nepal,2014,2014,4,3,1,7,5,FALSE,3.5,19,36.84210526,0,0,1,0,0
DC Delany ,Ireland,2019,2019,8,2,0,7,7,FALSE,3.5,6,116.6666667,0,0,1,0,0
A Nanda ,LUX,2019,2020,5,2,0,7,5,FALSE,3.5,9,77.77777778,0,0,0,1,0
E Schiferli ,Netherlands,2008,2010,7,3,1,7,5,TRUE,3.5,16,43.75,0,0,1,0,0
Syed Rasel ,Bangladesh,2007,2008,8,3,1,7,6,FALSE,3.5,9,77.77777778,0,0,0,1,0
S Snater ,Netherlands,2018,2019,13,6,1,18,10,FALSE,3.6,16,112.5,0,0,2,0,1
Atif Kamal ,LUX,2019,2019,4,3,0,11,11,FALSE,3.666666667,18,61.11111111,0,0,2,1,0
Khurram Manzoor ,Pakistan,2016,2016,3,3,0,11,10,FALSE,3.666666667,27,40.74074074,0,0,1,1,0
IGTR Kumara ,Mald,2020,2020,3,3,0,11,5,FALSE,3.666666667,37,29.72972973,0,0,0,1,0
RM West ,Ireland,2009,2009,5,4,1,11,8,FALSE,3.666666667,11,100,0,0,0,1,0
Anowarul Islam ,THAI,2019,2019,4,4,0,15,9,FALSE,3.75,20,75,0,0,1,1,1
KR Ebanks ,Caym,2019,2019,5,4,0,15,8,FALSE,3.75,27,55.55555556,0,0,1,1,0
