text_score,text_score_expansion,hashtag,hasURL,isReply,length,tweet_topic_time_diff,semantic_overlap,#entityTypes,#entities,organization_entities,person_entities,work_entities,event_entities,species_entities,places_entities,nFollowers,nFriends,nFavorties,nListed,isVerified,isGeoEnabled,twitterAge,#tweetsPosted,relevanceJudge
-8.10689,-8.06286,0,1,0,73,8,1,1,1,1,0,0,0,0,0,20047,20020,0,158,0,1,3.139135,54625,1
-8.10848,-8.06445,0,1,0,94,8,1,1,1,1,0,0,0,0,0,67,0,0,0,0,0,1.306206,14043,1
-7.72055,-7.60974,0,1,0,116,8,1,1,2,1,0,0,0,0,0,2189,2142,0,37,0,1,2.057694,48628,1
-7.72055,-7.60974,0,1,0,116,8,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-7.72016,-7.60935,0,0,0,136,8,1,1,2,1,0,0,0,0,0,830,1573,0,9,0,0,1.725439,31554,1
-7.72055,-7.63065,0,1,0,116,8,1,1,3,2,0,0,0,0,0,3474,55,1,86,0,0,1.834059,188915,1
-8.81187,-8.58383,1,1,0,104,7,1,1,3,2,0,0,0,0,0,53,247,0,0,0,0,2.311891,1295,1
-8.81028,-8.58224,0,1,0,101,0,1,1,3,1,0,0,0,0,0,310,128,18,0,0,0,2.912235,12620,0
-8.81107,-8.58304,0,1,1,99,3,1,1,2,1,0,0,0,0,0,3441,993,449,47,0,0,3.664229,7757,0
-16,-8.58502,0,1,0,118,4,0,0,1,0,0,0,0,0,0,1138,483,108,46,0,1,2.528116,35173,0
-8.68501,-8.48119,1,1,0,114,4,1,1,2,2,0,0,0,0,0,204,0,0,0,0,0,1.682372,99901,0
-8.80749,-8.57946,0,0,0,52,4,1,1,3,1,0,0,0,0,0,9182,349,247,497,0,1,2.164638,113132,0
-7.72055,-7.60974,0,1,0,116,8,1,2,4,1,0,1,0,0,0,6663,5870,1,34,0,0,2.511897,44473,1
-7.72095,-7.60447,0,1,0,111,8,1,1,5,1,0,0,0,0,0,1896,2217,0,14,0,0,2.117041,72440,1
-7.64337,-7.54212,0,1,0,116,8,1,1,5,1,0,0,0,0,0,696,0,0,15,0,0,1.911638,53819,1
-7.72135,-7.60487,0,1,0,114,8,1,1,3,1,0,0,0,0,0,1361,835,0,18,0,0,2.361765,28287,1
-7.72055,-7.61998,0,1,0,113,8,1,1,3,1,0,0,0,0,0,1151,300,1,23,0,1,2.246828,114497,1
-7.72016,-7.61958,0,1,0,111,8,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-8.1061,-8.06206,0,1,0,62,8,1,1,4,2,0,0,0,0,0,3,5,0,0,0,0,1.107362,5,1
-8.10491,-8.06087,0,1,0,41,3,1,1,3,1,0,0,0,0,0,10318,11036,388,330,0,0,2.728086,11359,1
-8.31149,-8.21909,0,0,0,89,11,1,2,5,1,0,2,0,0,0,396,211,17,39,0,1,3.605019,11701,0
-8.10491,-8.05006,0,1,0,42,8,1,1,3,1,0,0,0,0,0,49,0,0,1,0,0,1.10399,49650,1
-16,-8.59556,0,1,0,110,11,1,1,4,1,0,0,0,0,0,347,0,0,1,0,0,1.55628,14000,1
-16,-16,0,1,0,110,4,0,0,5,0,0,0,0,0,0,94,25,0,3,0,0,2.137251,1444,0
-8.10967,-8.06564,0,1,0,110,8,1,2,3,1,1,0,0,0,0,1889,1951,0,24,0,0,2.230224,55169,1
-8.80988,-8.59278,0,1,0,66,12,1,1,3,2,0,0,0,0,0,21823,125,20,772,0,1,2.988548,19852,1
-7.98123,-7.96115,0,1,0,116,10,1,1,3,2,0,0,0,0,0,2800,54,0,78,0,0,1.26347,202027,1
-8.81187,-8.59476,0,1,0,100,2,1,1,3,1,0,0,0,0,0,539,352,1238,6,0,1,3.246102,4134,0
-8.10689,-8.06011,0,1,0,75,10,1,2,2,1,0,1,0,0,0,46,86,0,1,0,1,1.454703,276,1
-16,-16,0,1,0,106,10,1,1,5,1,0,0,0,0,0,282,130,23,23,0,0,1.166073,4916,1
-16,-16,0,1,0,39,8,0,0,0,0,0,0,0,0,0,2173,2002,1,74,0,0,2.16816,100576,0
-16,-16,0,1,0,41,0,0,0,0,0,0,0,0,0,0,1077,1940,0,33,0,0,2.406308,33262,0
-16,-16,0,1,0,49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,1,1,0,109,7,0,0,0,0,0,0,0,0,0,164,100,5,32,0,0,4.931699,9194,0
-16,-16,0,1,0,113,10,0,1,1,0,1,0,0,0,0,507,792,16,31,0,0,3.031941,4830,0
-16,-16,0,1,0,119,10,0,1,1,0,1,0,0,0,0,691,642,335,17,0,0,2.627129,7377,0
-8.80948,-8.61274,0,1,0,54,4,1,1,1,1,0,0,0,0,0,99,216,144,0,0,0,2.272505,1526,1
-8.80988,-8.61314,0,1,0,60,8,1,1,1,1,0,0,0,0,0,3261,1516,3,207,0,0,2.529913,6834,1
-8.81226,-8.59516,0,1,0,108,8,1,1,3,1,0,0,0,0,0,566,1000,9,26,0,1,2.740829,655,1
-8.10689,-8.06286,0,1,0,82,11,1,1,3,2,0,0,0,0,0,107,28,1,7,0,0,2.697177,387,1
-8.1057,-8.06167,0,1,0,79,11,1,1,2,1,0,0,0,0,0,133,491,1,12,0,0,1.833748,791,1
-16,-8.57831,1,0,0,132,11,1,2,3,1,0,0,0,1,0,196,358,25,3,0,1,2.532627,9711,0
-8.80829,-8.59119,0,0,1,76,1,1,1,2,1,0,0,0,0,0,500,1495,3683,13,0,1,2.061825,10483,0
-8.42196,-8.15777,0,0,1,110,1,1,1,3,1,0,0,0,0,0,514,1964,0,15,0,0,1.370602,151,0
-8.42394,-8.14901,0,1,0,120,11,1,1,5,3,0,0,0,0,0,918,1007,10,11,0,1,3.249294,2829,1
-8.68382,-8.49059,0,1,0,96,12,1,1,4,2,0,0,0,0,0,873,869,8,21,0,1,1.707759,1818,1
-8.81147,-8.57554,0,1,0,91,11,1,1,3,1,0,0,0,0,0,86511,332,2,1891,0,0,3.068461,9031,1
-8.81028,-8.59318,0,1,0,87,11,1,1,2,1,0,0,0,0,0,697,1934,1,6,0,0,3.87923,2664,1
-8.81147,-16,0,1,0,93,7,1,2,3,1,0,0,0,0,1,1111,168,0,64,0,1,1.298138,2631,0
-8.81226,-16,0,1,0,110,14,1,2,5,3,0,1,0,0,0,1392,1485,0,20,0,0,2.142518,24598,0
-16,-16,0,1,0,34,13,0,1,2,0,1,0,0,0,0,361,7,1,26,0,0,3.514436,4993,1
-7.97964,-7.94152,0,1,0,103,12,1,1,4,1,0,0,0,0,0,2777,312,3,182,0,0,3.267406,6029,1
-8.81147,-8.59437,0,1,0,87,11,1,1,3,1,0,0,0,0,0,363,487,10,20,0,1,4.106114,2997,1
-16,-16,0,1,0,62,0,0,2,5,0,0,1,0,0,1,414,1881,0,3,0,0,1.45848,1522,0
-8.10769,-8.05284,0,1,1,100,11,1,1,3,1,0,0,0,0,0,21035,22897,747,1182,0,0,2.856654,134511,1
-16,-16,1,1,0,108,4,0,0,1,0,0,0,0,0,0,3009,688,41,248,0,0,3.273129,9302,0
-16,-16,0,1,0,88,11,0,0,1,0,0,0,0,0,0,9045,157,18,278,0,0,3.423472,6298,1
-8.81187,-16,0,0,0,127,1,0,0,0,0,0,0,0,0,0,2434,1523,92,75,0,0,2.513175,121514,0
-16,-16,0,1,0,86,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-8.80988,-8.6013,0,1,0,99,10,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-16,-16,0,1,0,48,0,0,0,0,0,0,0,0,0,0,29739,463,0,1757,0,0,4.741884,13296,0
-16,-16,0,1,0,120,1,0,1,2,0,2,0,0,0,0,2002,2253,0,5,0,0,2.631057,4474,0
-16,-16,0,1,0,70,0,0,2,2,0,1,1,0,0,0,3381,3372,3,45,0,0,1.438096,53414,0
-8.68343,-8.50987,0,1,0,112,5,1,2,3,1,2,0,0,0,0,163270,70515,14849,2067,1,0,4.588058,6668,0
-16,-16,0,1,0,34,0,0,1,2,1,0,0,0,0,0,630,1139,0,7,0,0,1.158353,39761,0
-8.1053,-8.0697,0,1,0,52,9,1,2,2,1,0,1,0,0,0,751,1006,7,36,0,0,2.739168,11955,1
-16,-8.58502,0,1,0,116,11,1,1,3,1,0,0,0,0,0,1056,1001,1505,26,0,0,3.438166,12468,1
-8.42235,-8.15817,0,1,0,116,9,1,1,3,1,0,0,0,0,0,320,286,0,8,0,0,1.306092,13891,1
-16,-16,0,1,0,80,9,0,0,0,0,0,0,0,0,0,96,95,18,7,0,0,2.702418,8249,1
-8.44033,-8.30488,0,1,0,67,11,1,1,2,1,0,0,0,0,0,96,95,18,7,0,0,2.702418,8249,1
-8.81028,-8.59318,0,1,0,70,11,1,1,2,1,0,0,0,0,0,220,199,2,7,0,1,1.665204,5537,1
-8.80829,-8.58026,0,1,0,40,11,1,1,3,1,0,0,0,0,0,139,93,1,17,0,0,2.755978,276,1
-16,-8.60527,0,0,0,140,11,1,1,1,1,0,0,0,0,0,375,267,106,36,0,1,3.85423,9348,0
-8.44231,-8.31502,0,1,0,121,6,1,1,2,1,0,0,0,0,0,498,1611,2859,35,0,1,3.887929,14125,0
-8.10491,-8.081,0,1,0,57,11,1,1,1,1,0,0,0,0,0,5675,6203,0,263,0,1,3.065361,10063,1
-8.80789,-8.59079,0,1,0,45,10,1,1,3,1,0,0,0,0,0,20082,1512,17,949,0,0,3.340586,11315,1
-8.80988,-8.58185,0,1,0,68,11,1,1,2,1,0,0,0,0,0,4076,4460,132,271,0,1,4.541947,13060,1
-8.31189,-8.20066,1,1,0,103,11,1,1,3,1,0,0,0,0,0,94,137,3,7,0,1,1.588586,972,1
-7.61009,-7.66207,0,0,0,128,11,1,1,6,1,0,0,0,0,0,250,159,0,15,0,0,2.038434,2050,1
-8.31109,-8.19986,1,1,0,66,10,1,1,2,2,0,0,0,0,0,929,539,119,70,0,0,3.530824,4693,1
-7.97601,-7.7915,0,1,0,67,9,1,1,4,1,0,0,0,0,0,174,80,317,6,0,0,2.949665,7692,1
-8.68611,-8.48201,0,0,1,136,11,1,1,2,1,0,0,0,0,0,76,115,13,2,0,1,2.950099,1524,1
-8.31348,-8.20224,0,1,0,101,11,1,1,3,1,0,0,0,0,0,54,31,0,1,0,0,1.528446,345,1
-16,-16,1,1,0,80,1,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,2.75596,143,0
-16,-16,1,1,0,53,0,0,0,0,0,0,0,0,0,0,500,404,415,28,0,0,3.961254,37749,0
-8.44152,-8.31423,0,1,0,109,11,1,1,1,1,0,0,0,0,0,448,314,2,22,0,0,4.775218,10033,1
-8.81187,-8.58383,1,1,0,117,4,1,1,3,1,0,0,0,0,0,2028,214,0,67,0,0,2.150298,2681,1
-16,-16,0,1,0,45,13,0,0,3,0,0,0,0,0,0,110,0,0,0,0,0,1.556416,5487,0
-16,-16,0,1,0,118,0,0,1,2,1,0,0,0,0,0,35547,309,5,1763,0,0,3.136451,55815,0
-16,-8.54974,0,1,0,109,12,1,1,2,1,0,0,0,0,0,2244,435,33,204,0,1,3.138736,15122,1
-8.10848,-8.06445,0,1,0,116,11,1,1,2,1,0,0,0,0,0,1605,1897,7,203,0,0,2.764074,168881,1
-8.10808,-8.06405,0,1,0,97,11,1,1,2,1,0,0,0,0,0,366,230,29,11,0,0,2.977956,18076,1
-8.42394,-8.14901,0,1,0,117,11,1,1,3,1,0,0,0,0,0,63,142,0,0,0,0,1.206827,130,1
-8.81147,-8.57554,0,0,0,128,8,1,1,2,1,0,0,0,0,0,105,137,500,4,0,0,2.724232,2891,0
-8.44112,-8.32513,0,0,1,139,10,1,2,4,1,0,0,0,2,0,268,185,84,15,0,1,1.942045,8639,0
-8.23471,-8.15345,0,0,0,101,10,1,1,3,1,0,0,0,0,0,512,1022,0,20,0,0,3.355591,870,0
-8.80908,-8.60051,0,0,1,90,0,1,2,2,1,0,1,0,0,0,284,309,0,16,0,0,2.924182,3885,0
-8.81147,-8.56538,0,0,1,121,11,1,1,3,1,0,0,0,0,0,255,71,196,4,0,1,4.127629,3944,0
-8.1053,-8.0697,0,1,0,51,10,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-8.1061,-8.07049,0,1,0,61,10,1,1,3,1,0,0,0,0,0,166,112,0,0,0,1,1.515644,7858,1
-8.42315,-8.13792,0,1,0,49,9,1,1,2,1,0,0,0,0,0,689,12,7,13,0,0,2.470597,28240,1
-16,-16,1,1,0,108,3,0,2,5,1,0,0,0,0,1,3132,3433,0,17,0,0,1.824152,59860,0
-16,-16,0,1,0,116,2,0,0,3,0,0,0,0,0,0,1922,1765,0,25,0,0,2.418344,25973,0
-16,-16,0,1,0,116,6,0,0,3,0,0,0,0,0,0,41787,9876,583,3077,0,1,2.966453,49821,0
-16,-16,0,1,0,116,7,0,0,4,0,0,0,0,0,0,1981,0,0,3,0,0,1.920486,84017,0
-16,-16,0,1,0,116,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,1,0,116,9,0,0,4,0,0,0,0,0,0,67,68,0,1,0,1,2.683866,1202,0
-16,-16,0,1,0,116,0,0,0,4,0,0,0,0,0,0,3013,3190,0,5,0,0,1.280177,6554,0
-16,-16,1,1,0,116,1,0,0,2,0,0,0,0,0,0,5913,6030,0,77,0,0,2.014695,286857,0
-16,-16,0,1,0,116,10,0,0,0,0,0,0,0,0,0,4657,4599,0,62,0,0,1.836346,56951,0
-8.42275,-8.15856,0,1,0,116,3,1,2,3,2,0,1,0,0,0,1658,2000,0,4,0,0,1.563604,31523,0
-16,-16,0,1,0,116,0,0,0,2,0,0,0,0,0,0,797,809,0,24,0,0,1.405976,14353,0
-16,-16,0,1,0,116,0,0,0,2,0,0,0,0,0,0,998,1950,0,28,0,0,2.881018,10543,0
-16,-16,0,1,0,116,2,0,1,3,1,0,0,0,0,0,1561,1852,0,2,0,0,2.236508,4416,0
-16,-16,0,1,0,116,5,0,0,3,0,0,0,0,0,0,252,202,1,0,0,0,2.427672,5584,0
-16,-16,0,1,0,116,10,0,1,6,1,0,0,0,0,0,640,1,0,35,0,0,3.357674,9512,0
-16,-16,0,1,0,116,13,0,2,3,0,1,0,0,0,1,3861,3439,0,36,0,0,2.766668,74114,0
-16,-16,0,1,0,116,8,0,2,3,2,0,1,0,0,0,1709,1564,0,31,0,0,1.864363,36365,0
-8.81226,-8.59238,0,1,0,110,0,1,2,6,1,0,1,0,0,0,61,0,0,0,0,0,2.86225,4674,0
-8.8063,-8.58642,1,0,0,42,2,1,1,3,1,0,0,0,0,0,224,203,3,0,0,1,1.633553,20781,0
-8.80988,-8.6013,1,0,0,86,3,1,1,2,1,0,0,0,0,0,679,134,744,2,0,0,1.831807,8870,0
-16,-16,0,1,0,118,11,1,1,1,1,0,0,0,0,0,171,171,55,8,0,1,2.867013,7622,0
-16,-16,0,1,0,112,7,0,0,0,0,0,0,0,0,0,607,275,121,2,0,1,2.195372,70833,0
-16,-16,0,1,0,117,7,1,1,2,1,0,0,0,0,0,643,587,77,26,0,0,2.420313,26181,0
-8.80709,-8.61035,0,0,0,45,0,0,2,2,1,0,1,0,0,0,471,425,24,4,0,0,1.435055,16328,0
-16,-8.57239,1,0,0,128,3,1,1,3,1,0,0,0,0,0,11339,152,438,8,0,0,2.664387,8531,0
-8.80749,-8.58761,0,0,1,60,2,1,1,4,1,0,0,0,0,0,167,69,11,2,0,1,2.910759,8294,0
-8.10848,-8.04582,0,1,0,105,10,1,1,3,1,0,0,0,0,0,127,35,0,4,0,0,2.415899,31945,1
-8.10808,-8.04542,0,1,0,95,10,1,1,3,1,0,0,0,0,0,437,644,4,7,0,0,2.417584,40558,1
-8.10808,-8.04542,0,1,0,95,9,1,1,3,1,0,0,0,0,0,216,54,0,2,0,1,2.903741,4720,1
-8.41917,-8.13831,0,1,0,54,9,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-8.42315,-8.15277,0,1,0,113,10,1,1,1,1,0,0,0,0,0,317,400,0,11,0,0,2.030252,13039,1
-8.42315,-8.14822,0,1,0,116,5,1,1,2,1,0,0,0,0,0,25173,26216,12,415,0,1,3.245667,70956,1
-8.42394,-8.14901,0,1,0,113,8,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-8.80988,-8.59278,0,1,0,73,0,1,1,3,1,0,0,0,0,0,3201,3526,1,92,0,0,1.963084,454,1
-8.81028,-8.59318,0,1,0,69,1,1,1,4,1,0,0,0,0,0,22770,21750,0,394,0,0,2.451625,66710,1
-8.80789,-8.61115,0,1,0,53,3,1,2,3,1,0,0,0,0,1,3160,3477,0,58,0,0,1.732914,9926,0
-8.1053,-8.05046,0,1,0,52,10,1,1,4,1,0,0,0,0,0,6064,1896,0,272,0,0,3.149947,7886,1
-16,-16,0,1,0,116,0,0,2,4,1,0,1,0,0,0,327,1378,0,4,0,0,1.263962,1175,0
-16,-16,0,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-16,0,1,0,66,0,0,1,2,1,0,0,0,0,0,2391,1562,0,25,0,0,1.632994,46071,0
-16,-16,0,1,0,110,0,0,1,2,2,0,0,0,0,0,2898,2592,0,9,0,0,2.759791,16002,0
-16,-16,0,1,0,110,0,0,1,2,2,0,0,0,0,0,3068,2761,0,81,0,0,2.272445,23631,0
-16,-16,0,1,0,65,0,0,0,0,0,0,0,0,0,0,3241,3284,0,21,0,0,2.544557,15650,0
-16,-16,0,1,0,55,0,0,0,0,0,0,0,0,0,0,105,506,3,1,0,0,2.779117,1284,0
-16,-16,0,1,0,55,0,0,0,0,0,0,0,0,0,0,877,2000,2,29,0,1,1.144671,8860,0
-16,-16,0,0,0,110,0,0,1,2,1,0,0,0,0,0,1002,120,4,60,0,0,2.716847,2591,0
-16,-16,0,1,0,89,0,0,1,1,1,0,0,0,0,0,1225,1991,10,80,0,1,2.224681,7111,0
-7.73575,-7.77349,0,1,0,76,11,1,1,2,1,0,0,0,0,0,1146,811,0,46,0,0,2.831862,3534,1
-7.7771,-7.81919,0,0,0,127,0,1,1,3,2,0,0,0,0,0,12,20,0,0,0,0,2.940362,25,0
-8.33961,-8.09015,0,0,0,43,11,1,1,1,3,0,0,0,0,0,88,299,6,1,0,0,2.795133,2994,0
-8.68422,-8.49923,0,0,0,127,8,1,2,3,1,1,0,0,0,0,314,372,40,19,0,1,2.928381,6921,1
-8.42354,-8.15935,0,1,0,116,8,1,1,3,1,0,0,0,0,0,744,765,6,7,0,1,2.717768,35548,1
-8.10927,-8.07367,0,1,0,94,10,1,1,1,1,0,0,0,0,0,176,112,0,0,0,0,2.00412,3291,0
-8.10927,-8.05443,0,1,0,112,10,1,1,2,1,0,0,0,0,0,5214,5332,0,38,0,1,1.740765,269817,1
-8.81147,-8.59159,1,1,0,113,8,1,2,4,1,0,1,0,0,0,1831,2000,350,57,0,1,3.149567,9938,1
-16,-16,1,1,0,116,1,0,1,1,1,0,0,0,0,0,1478,1593,0,24,0,0,2.765108,5476,0
-16,-8.60408,0,1,0,116,11,1,1,1,1,0,0,0,0,0,4459,202,0,99,0,0,1.842325,144354,1
-16,-16,1,1,0,116,1,0,3,4,1,1,1,0,0,0,3960,1074,18,55,0,0,2.377046,553359,0
-16,-16,0,1,0,116,0,0,0,1,0,0,0,0,0,0,2340,2684,0,11,0,0,1.558618,17940,0
-16,-16,0,1,0,112,3,0,0,0,0,0,0,0,0,0,401,227,0,9,0,1,2.838811,25918,0
-16,-16,0,1,0,115,1,0,0,0,0,0,0,0,0,0,4639,4380,0,21,0,0,2.302321,304989,0
-16,-16,0,1,0,115,1,0,0,0,0,0,0,0,0,0,4664,4,0,60,0,1,2.218738,367021,0
-8.81187,-16,0,1,0,116,11,0,0,3,0,0,0,0,0,0,1367,1924,2,13,0,1,2.962773,5677,0
-16,-16,0,1,0,116,2,0,0,2,0,0,0,0,0,0,1709,2001,0,5,0,1,1.672582,9968,0
-16,-16,1,1,0,116,2,0,2,4,0,0,1,0,0,2,3832,296,3,175,0,0,1.126221,126363,0
-16,-16,0,1,0,116,2,0,0,0,0,0,0,0,0,0,3631,3700,0,68,0,0,1.96041,107622,0
-16,-16,0,1,0,116,6,0,0,3,0,0,0,0,0,0,684,10,0,2,0,0,1.201407,10667,0
-16,-16,0,1,0,116,10,0,0,0,0,0,0,0,0,0,684,10,0,2,0,0,1.201407,10667,0
-16,-16,0,1,0,116,0,0,0,1,0,0,0,0,0,0,53,172,0,1,0,0,1.21108,7760,0
-16,-16,1,1,0,116,2,0,0,1,0,0,0,0,0,0,2978,2620,7,41,0,0,3.186298,103903,0
-16,-16,1,1,0,114,7,0,3,5,2,1,0,0,0,2,132,6,0,0,0,0,1.749871,75584,0
-16,-16,0,1,0,121,7,0,4,6,1,1,1,0,0,2,3364,3742,0,23,0,0,1.157056,2263,0
-16,-16,1,0,0,64,10,0,1,1,0,0,1,0,0,0,66,98,0,0,0,1,1.995394,83,0
-16,-16,1,0,0,133,11,0,2,6,3,0,6,0,0,0,19,115,2,0,0,0,1.591603,412,0
-16,-16,0,1,1,93,0,0,0,0,0,0,0,0,0,0,531,663,0,3,0,0,1.106015,25404,0
-7.58254,-7.5042,0,1,0,40,5,1,1,2,1,0,0,0,0,0,145,0,0,2,0,0,1.391511,18776,1
-16,-16,0,1,0,12,12,0,0,0,0,0,0,0,0,0,458,463,517,26,0,0,3.445076,10456,1
-16,-16,0,1,0,6,2,0,0,0,0,0,0,0,0,0,101,140,0,1,0,0,3.012192,1121,0
-16,-8.59556,0,1,0,120,8,1,1,3,2,0,0,0,0,0,588,370,1374,32,0,1,3.605343,29176,1
-8.80789,-8.59931,0,1,0,50,4,1,1,2,1,0,0,0,0,0,122625,1406,0,2437,0,0,4.298078,32359,1
-8.81028,-8.59318,1,1,0,83,3,1,1,3,1,0,0,0,0,0,1366,257,1,79,0,1,3.678349,15938,1
-8.68382,-8.49059,0,1,0,106,10,1,1,3,2,0,0,0,0,0,597,0,0,3,0,0,1.784683,73146,0
-8.80908,-8.61235,0,1,0,66,5,1,1,1,1,0,0,0,0,0,834,48,1,9,0,0,2.897328,64146,0
-16,-8.59635,0,1,0,116,6,1,1,3,1,0,0,0,0,0,358,611,1,25,0,0,2.966437,2276,1
-8.80749,-8.61075,1,1,0,42,1,1,1,1,1,0,0,0,0,0,1515,2001,0,46,0,0,2.119941,30258,0
-8.80789,-8.59931,0,1,0,40,1,1,1,2,1,0,0,0,0,0,297,313,0,8,0,0,3.006591,10345,0
-8.80908,-8.60051,0,1,0,69,11,1,1,1,1,0,0,0,0,0,5603,2323,1,350,0,0,2.676234,6309,1
-8.81147,-16,0,1,0,111,9,1,1,1,1,0,0,0,0,0,1226,1205,740,47,0,1,4.889711,1378,0
-16,-16,0,1,0,120,12,0,0,2,0,0,0,0,0,0,3745,651,211,60,0,0,3.099587,16668,1
-16,-16,1,1,0,111,12,0,2,2,0,0,1,0,0,1,545,979,0,23,0,0,2.601898,621,0
-16,-16,0,1,1,97,0,0,0,1,0,0,0,0,0,0,33,23,0,0,0,0,1.089449,1126,0
-8.80789,-8.61115,0,1,0,39,6,1,1,2,1,0,0,0,0,0,5304,5849,35,94,0,0,1.576425,39799,1
-8.42315,-8.15896,0,1,0,108,4,1,1,4,2,0,0,0,0,0,607,1277,0,1,0,0,1.450308,34230,0
-8.80908,-8.59198,0,1,0,63,7,1,1,1,1,0,0,0,0,0,92,111,3,2,0,1,2.687971,1368,1
-8.10927,-8.06524,0,1,0,110,8,1,1,1,1,0,0,0,0,0,110,10,20,1,0,1,2.763646,5676,1
-8.80829,-8.59119,0,1,0,37,10,1,1,2,1,0,0,0,0,0,178,465,26,1,0,0,1.86983,764,1
-8.42513,-8.13001,0,0,0,138,8,1,1,5,1,0,0,0,0,0,549,204,1,14,0,0,2.883406,2984,1
-16,-16,1,0,0,139,11,0,0,4,0,0,0,0,0,0,1055,1434,1803,72,0,0,2.979712,31329,1
-8.80749,-8.59039,0,1,0,41,2,1,1,2,1,0,0,0,0,0,2361,0,0,11,0,0,1.923298,112700,1
-16,-16,1,1,0,67,3,0,0,0,0,0,0,0,0,0,201,114,0,7,0,0,1.264158,5680,0
-16,-16,0,1,0,116,1,0,1,5,2,0,0,0,0,0,4323,3960,0,64,0,0,2.165705,64335,0
-16,-16,0,1,0,116,11,0,0,0,0,0,0,0,0,0,6088,4074,0,36,0,0,2.372762,106080,0
-16,-16,0,1,0,111,1,0,1,6,0,0,0,0,0,2,1619,1637,0,21,0,0,1.8067,56781,0
-16,-16,0,1,0,111,1,0,1,6,0,0,0,0,0,2,1986,1538,0,27,0,0,2.04897,45169,0
-16,-16,0,1,0,116,11,0,1,3,2,0,0,0,0,0,109,78,0,0,0,0,1.160919,22367,0
-16,-16,0,1,0,88,2,0,1,3,0,0,1,0,0,0,999,85,0,22,0,0,1.151484,59922,0
-8.81147,-8.58343,0,1,0,97,11,1,1,3,1,0,0,0,0,0,1312,1639,27,89,0,1,2.988072,3948,1
-16,-16,1,1,0,63,4,0,1,1,0,0,1,0,0,0,14168,2215,547,344,0,0,3.057,14459,0
-16,-16,0,1,0,118,13,0,1,4,0,1,0,0,0,0,1465,1169,19,96,0,1,2.5573,14645,0
-16,-16,1,1,0,117,1,0,0,2,0,0,0,0,0,0,15672,1687,1,1405,0,0,4.911927,4998,0
-16,-16,0,1,0,104,0,0,1,4,1,0,0,0,0,0,1110,1889,12,7,0,1,2.545081,4766,0
-8.6862,-8.48238,0,1,0,123,5,1,1,2,1,0,0,0,0,0,107,235,2,3,0,0,2.826078,1440,1
-8.68422,-8.4804,0,1,0,121,5,1,1,2,1,0,0,0,0,0,799,497,396,74,0,0,2.258972,49667,0
-8.81187,-8.58383,0,1,0,92,10,1,1,3,1,0,0,0,0,0,1949,1685,2,10,0,0,1.480278,3392,1
-8.80948,-8.5634,0,1,0,57,11,1,1,3,1,0,0,0,0,0,15071,713,2,1012,0,0,3.94506,6857,1
-8.81028,-8.56419,0,1,0,73,11,1,1,3,1,0,0,0,0,0,227,378,1,7,0,0,2.339651,230,1
-8.81107,-8.58304,0,0,0,90,11,1,1,2,4,0,0,0,0,0,1032,776,1,21,0,1,1.495509,7963,0
-16,-8.57534,0,0,0,138,10,1,1,4,1,0,0,0,0,0,545,758,33,31,0,1,3.980221,7069,0
-8.81107,-8.58304,0,0,0,100,3,1,1,3,1,0,0,0,0,0,541,317,32,10,0,0,1.287116,35258,0
-8.80749,-8.58761,0,0,0,40,11,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.81107,-8.60249,0,0,0,87,2,1,1,3,1,0,0,0,0,0,382,230,0,1,0,0,2.691881,11095,0
-16,-8.58276,0,0,0,131,8,1,1,2,1,0,0,0,0,0,946,1037,8,52,0,0,2.751613,3793,0
-8.81226,-8.60368,1,0,0,140,7,0,0,0,0,0,0,0,0,0,403,645,6,5,0,0,2.834613,11841,0
-16,-8.60527,1,0,0,127,10,1,1,2,1,0,0,0,0,0,44,169,89,0,0,1,2.209168,239,0
-16,-8.60487,0,1,0,111,8,1,2,5,1,0,3,0,0,0,591,528,540,20,0,0,3.020682,11374,0
-8.81226,-8.59238,0,0,1,134,5,1,2,5,3,0,1,0,0,0,183,164,31,6,0,0,1.62448,3652,0
-8.81067,-8.6021,0,1,0,81,8,1,1,1,1,0,0,0,0,0,6663,1500,235,676,0,1,4.124015,36793,1
-8.10491,-8.06087,0,1,0,45,11,1,1,2,1,0,0,0,0,0,4058,1462,0,66,0,0,1.472493,1641,1
-16,-16,1,1,0,96,0,0,0,1,0,0,0,0,0,0,90,374,2,7,0,0,2.138301,351,0
