Game_ID,Game_Name,Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Complexity,Complexity_Raters,Average_Play_Time,Owner_Number,Trader_Number,HighInterest_Number,Interest_Number,Rater_Number,Comment_Number,Average_Rating
55942,Titten rsche Sonnenschein,2013,BaseGame,12 to under 18,2,5,2,1,30,35,1,2,10,25,8,4.98
38265,Logger,2008,BaseGame,under 5,2,4,2.2,5,30,14,0,0,1,15,13,6.76667
10477,Trieste,2013,BaseGame,12 to under 18,3,3,2.1304,23,25,658,38,109,385,419,112,6.88771
11833,Hunting Party,2005,BaseGame,12 to under 18,2,5,2.4231,52,90,456,54,38,136,341,175,6.23836
17835,Restaurant,1987,BaseGame,5 to under 12,3,6,1.75,4,60,155,19,2,4,48,18,5.05625
63033,Periorbis,2015,BaseGame,12 to under 18,2,6,3.8333,6,120,22,0,12,82,11,14,8
30184,Dinosaurs Extinct?,2006,BaseGame,5 to under 12,2,4,1,7,40,55,8,1,3,29,26,4.98966
9400,51st State,2010,BaseGame,5 to under 12,2,4,3.1106,217,90,2936,182,126,646,2150,664,6.98667
7915,Wiz-War,1983,BaseGame,5 to under 12,2,4,1.9818,165,60,1747,64,116,384,1450,609,6.94455
12351,A Call to Arms: Babylon 5 Space Combat,2004,BaseGame,12 to under 18,2,8,2.6667,24,120,267,16,6,24,131,72,6.67672
14766,Columbus,1991,BaseGame,5 to under 12,2,6,2,7,45,240,20,6,15,122,48,5.89918
44421,Junior Painter,1989,BaseGame,5 to under 12,2,12,1,1,45,3,0,0,0,1,0,6
7084,Power Grid,2004,BaseGame,12 to under 18,2,6,3.2911,3998,120,38633,550,1171,6157,34422,7531,7.9888
9892,Piece o' Cake,2008,BaseGame,5 to under 12,2,5,1.3701,154,20,1680,44,103,262,1636,528,6.60292
42171,Federation Commander: Line of Battle,2005,PremiumGame,12 to under 18,2,8,2.5,2,45,43,0,9,12,13,2,7.53846
13276,Animal Upon Animal: Small and Yet Great!,2011,BaseGame,5 to under 12,2,2,1,5,15,215,2,19,31,103,42,6.41942
54661,Mundus Novus: Vers de Nouveaux Horizons,2012,PremiumGame,under 5,2,6,1,1,45,23,0,5,18,4,2,6.375
60375,Gormenghast: The Board Game,2013,BaseGame,12 to under 18,2,4,1,1,60,102,7,4,19,29,9,5.6
25524,Cat in the Hat-opoly,2003,BaseGame,5 to under 12,2,8,1,2,90,21,1,1,1,7,4,4
22047,Werner: Volle Socke,1990,BaseGame,5 to under 12,2,8,1.5,2,60,54,5,0,0,15,9,4.9
50133,Queens of Fate,2010,BaseGame,5 to under 12,1,1,2,3,10,12,0,0,7,7,6,7
36024,Voltaire,1995,BaseGame,12 to under 18,1,2,1,1,30,20,2,1,2,5,4,6.4
33102,"Philanthropist: The National Gallery, London",1999,BaseGame,under 5,2,4,2.5,4,45,16,3,3,5,6,3,6.75
12486,Vampire,2000,BaseGame,5 to under 12,3,5,1.3382,68,30,748,42,15,32,540,206,5.9042
55008,7 Wonders: Leaders  Louis,2012,PremiumGame,12 to under 18,2,7,1.9143,35,40,3220,135,50,100,601,173,7.09924
52033,Quadefy,2011,BaseGame,under 5,2,2,1,1,3,42,1,2,15,27,6,6.08704
22883,Mayhem: Muskets and Mohawks,2002,BaseGame,12 to under 18,1,8,1,1,120,11,0,0,0,1,2,5
23126,Motley Wheels,1998,BaseGame,under 5,2,6,1,2,10,19,1,1,3,9,7,6.77778
48555,House Marik: The Free Worlds League,1988,PremiumGame,under 5,2,6,4,1,120,22,0,2,2,3,0,8.66667
60304,Cult Classic,2013,BaseGame,5 to under 12,2,6,2,1,45,38,4,0,1,14,5,6.10714
7706,Helvetia,2011,BaseGame,12 to under 18,2,4,3.024,125,90,1652,55,194,564,1427,367,7.08322
20167,Tiers-Mondopoly,1985,BaseGame,12 to under 18,2,6,1.5,2,60,13,1,1,0,7,2,6.84286
24178,Fire As She Bears! (second edition),2003,BaseGame,12 to under 18,2,10,2.3333,3,180,51,2,3,5,15,5,7.02
23048,Xevoz,2004,BaseGame,5 to under 12,2,2,1,1,15,29,2,1,2,16,8,4.78125
7740,Evo (second edition),2011,BaseGame,12 to under 18,2,5,2.3333,111,60,1726,51,156,481,1493,296,7.05758
15733,Web of Gold,1987,BaseGame,5 to under 12,2,6,1.7273,22,120,286,27,11,24,135,56,5.71756
47460,Atapuerca,2010,BaseGame,5 to under 12,2,6,1,1,90,2,0,2,8,16,2,8.45063
33707,Federation Commander: Distant Kingdoms,2008,PremiumGame,12 to under 18,2,8,2.5,2,45,124,5,17,23,36,8,8.06667
52266,The Lord of the Rings: The Card Game  The Watcher in the Water,2012,PremiumGame,under 5,1,2,2.75,20,60,2396,27,69,114,388,131,7.83312
20568,Macross: Space Fold,1983,BaseGame,12 to under 18,2,2,3,1,180,9,1,5,5,1,3,6
18630,Toboggans of Doom,2008,BaseGame,5 to under 12,2,4,1.2222,9,30,211,35,5,13,107,44,4.75327
16149,"Go Goblin, Go!",2012,BaseGame,12 to under 18,2,6,1.75,4,60,140,15,3,13,65,30,5.94354
64781,Boom Bokken,2014,BaseGame,5 to under 12,4,9,1,1,20,32,1,1,16,18,6,6.72222
41655,Activity Junior,1997,BaseGame,5 to under 12,2,12,1,2,30,36,1,1,0,11,3,6.22727
13429,Ubongo Trigo,2012,BaseGame,5 to under 12,1,4,1.4444,9,20,159,0,5,17,86,26,6.38942
59765,Lohai,2013,BaseGame,5 to under 12,3,4,1,1,60,5,1,0,0,2,1,8.5
11762,Titania,2010,BaseGame,5 to under 12,2,4,2.2593,27,60,387,14,19,53,268,68,6.35784
61011,Gatenkaas,2014,BaseGame,5 to under 12,2,4,1.5,2,20,23,0,0,0,12,2,6.59167
10946,Penny Press,2015,BaseGame,12 to under 18,2,5,2.125,24,60,653,24,101,369,238,89,7.01105
41657,India,2003,BaseGame,under 5,2,2,3.5,2,15,6,0,0,5,6,3,6.58333
10019,Pack & Stack,2008,BaseGame,5 to under 12,3,6,1.2822,202,45,2182,70,129,327,2150,544,6.43175
8279,Sushizock im Gockelwok,2008,BaseGame,5 to under 12,2,5,1.2388,201,20,2047,43,66,190,1720,471,6.49754
59157,Viking Funeral,2012,BaseGame,5 to under 12,2,2,1.3333,3,15,20,0,0,3,17,13,6.04412
16362,Boxers or Briefs?,2005,BaseGame,18 to under 21,4,10,1.0588,17,30,295,29,3,17,155,65,5.70323
8305,Mord im Arosa,2010,BaseGame,5 to under 12,2,6,1.4524,84,30,1252,33,103,277,1089,310,6.64489
9641,Wiz-War,1983,BaseGame,5 to under 12,2,4,1.9818,165,60,1747,64,116,384,1450,609,6.94455
41553,Munchkin Greeting Cards,2007,PremiumGame,5 to under 12,3,6,2,2,90,117,7,6,16,21,11,6
26923,Don't Give Up The Ship!,1992,BaseGame,12 to under 18,2,2,1.5,2,60,31,4,0,2,3,5,6.16667
15376,Portable Adventures: Lair of the Rat-King,2003,BaseGame,12 to under 18,2,4,1.4,15,60,234,25,3,19,92,51,5.86074
7508,Manila,2005,BaseGame,5 to under 12,3,5,2.0354,508,60,3808,62,381,881,3899,1155,7.02448
23047,I Bet I Know,1987,BaseGame,5 to under 12,2,6,2,2,60,14,2,0,0,5,1,4.6
14896,Fatal Frame: The Card Game,2005,BaseGame,5 to under 12,2,4,2.3333,6,60,60,2,6,32,30,17,6.84667
64511,Iowa,2014,BaseGame,12 to under 18,1,4,2,2,35,3,0,2,10,5,1,7.3
33842,ATS: Axis Legion  Spanish Division Azul on the Eastern Front,2007,PremiumGame,12 to under 18,2,2,4,1,60,44,0,3,4,12,9,8.15
48480,TC Tennis,2011,BaseGame,5 to under 12,2,2,2,7,45,61,1,10,24,27,21,7.14444
52934,Kalifiko,2012,BaseGame,5 to under 12,3,8,1,3,30,53,3,0,1,29,6,6.36552
8082,Mystery Express,2010,BaseGame,12 to under 18,3,5,2.6806,144,90,2904,111,222,812,2067,585,6.59018
21426,Crackers in my Bed,1987,BaseGame,under 5,2,4,1,1,20,29,1,0,0,7,3,3.57143
18710,Pop the Pig,2007,BaseGame,under 5,2,6,1,7,3,104,0,0,0,70,23,4.07857
10797,Mistfall,2015,BaseGame,12 to under 18,1,4,3.7586,29,120,687,12,87,454,164,100,7.93543
9917,Abalone,1987,BaseGame,5 to under 12,2,2,2.2494,389,30,5469,308,29,190,3915,1090,6.44392
65819,Shadowrun: Crossfire  Harlequin's Shadow Promo Card,2014,PremiumGame,12 to under 18,2,4,3,1,30,19,0,32,43,5,1,7.24
65331,Flippin' Fruit: Melon Mowbray,2014,PremiumGame,5 to under 12,2,4,1,1,15,10,0,0,0,1,0,7
8454,Resident Evil Deck Building Game,2010,BaseGame,12 to under 18,1,4,2.26,100,30,2118,122,48,236,1279,353,6.57606
13588,Wazabi,2008,BaseGame,5 to under 12,2,6,1.0769,39,20,558,21,6,37,417,83,5.81089
50218,Crossroads: The Out Route Promo,2011,PremiumGame,5 to under 12,2,4,2,1,30,11,1,1,1,3,0,7.5
51162,The Pioneer Card Game: Chapter resources,2011,BaseGame,5 to under 12,2,6,4,1,90,2,0,1,2,1,1,10
11944,Mafia City,2012,BaseGame,12 to under 18,3,5,2.5455,11,60,136,4,12,42,113,34,7.14558
11725,Mage Knight,2000,BaseGame,5 to under 12,2,4,2.3605,86,60,1255,135,18,15,809,294,6.01452
42349,"Age of Steam Expansion: Alabama Railways, Antebellum Louisiana & Four Corners",2009,PremiumGame,5 to under 12,2,5,3.9091,11,120,301,8,15,30,60,37,7.51118
25564,Exiled,1998,BaseGame,5 to under 12,2,4,1,3,1,31,7,0,1,5,4,3
59854,Sentinels of the Multiverse: G.I. Bunker Promo Card,2014,PremiumGame,12 to under 18,2,5,3,1,45,462,14,50,103,76,24,8.19105
49837,Big Boss,2010,BaseGame,5 to under 12,3,12,1,1,15,13,0,0,0,10,4,5.2
40332,The Ukraine on Fire: French Debacle at Odessa 1919,2009,BaseGame,12 to under 18,2,2,2,1,120,12,3,0,2,2,4,4.5
22595,Stuff It,1985,BaseGame,under 5,2,4,1,1,10,5,0,4,3,10,5,5
24459,Rock and Roll Triviologies,2004,BaseGame,under 5,2,2,2,1,90,22,1,0,0,12,5,6.16667
19091,Stash,1992,BaseGame,18 to under 21,2,5,2,1,120,36,2,3,2,14,4,5.82143
11012,Bonnie and Clyde,2009,BaseGame,5 to under 12,2,4,1.6222,45,45,911,59,40,89,513,222,6.34772
32085,Fortaleses,2006,BaseGame,under 5,2,5,2,1,15,16,0,0,0,3,3,6.33333
17134,Schwarzer Kater,2008,BaseGame,under 5,2,9,1.25,4,10,95,4,0,0,40,11,5.50625
45556,Relic Raiders: Mystic Tower and the Book of Spells,2009,BaseGame,5 to under 12,2,4,1,3,25,42,9,1,3,12,13,4.08333
17721,Zoon,1999,BaseGame,5 to under 12,2,2,1.5714,28,30,654,97,5,8,240,110,5.44292
63213,Trivial Pursuit: Family Edition  Card Set,1992,PremiumGame,5 to under 12,2,24,2,1,60,6,0,0,1,0,0,0
8370,Mystery Rummy: Al Capone and the Chicago Underworld,2003,BaseGame,5 to under 12,2,4,1.5795,88,40,1138,33,82,156,658,311,6.8833
16267,Sahara,1994,BaseGame,5 to under 12,2,2,1.5,10,10,158,9,12,29,88,39,5.72943
17684,Fight City,1999,BaseGame,5 to under 12,2,2,1.8333,24,30,485,47,3,12,174,83,5.46609
24897,Smarty Party! Expansion Set,2004,PremiumGame,5 to under 12,3,8,1.1429,7,45,186,4,6,10,68,30,7.03456
41484,FITS Expansion #1: MOTS  More Of The Same,2009,PremiumGame,5 to under 12,1,4,1.625,8,30,123,0,10,30,58,44,6.97586
27390,Goldrausch Kalifornien 1849-53,1983,BaseGame,5 to under 12,2,4,2,1,60,10,1,1,1,2,2,5.5
9995,Labyrinth,1986,BaseGame,5 to under 12,1,4,1.4108,538,20,7991,387,43,304,5421,1758,6.34149
11045,Peloponnesian War,1991,BaseGame,12 to under 18,1,2,3.0833,60,120,935,30,119,233,346,163,6.66815
25550,The Tour,1991,BaseGame,under 5,1,1,2,2,60,15,0,0,1,9,2,6.7
24586,Horse Trader,1985,BaseGame,12 to under 18,3,4,1,1,20,14,2,0,0,7,3,7.41429
11845,Mertwig's Maze,1988,BaseGame,5 to under 12,2,6,1.9231,26,100,472,20,38,65,237,99,6.45084
17205,Pick A Dilly,2005,BaseGame,5 to under 12,3,7,1,4,15,65,2,2,0,44,13,5.40455
24952,Spider-Man vs The Green Goblin,2002,BaseGame,5 to under 12,2,4,1,5,15,20,2,0,0,12,9,3.975
11598,"Lightning: Midway  June 4th to June 6th, 1942",2004,BaseGame,5 to under 12,2,2,1.6923,39,30,507,35,19,56,283,157,6.43307
15854,Biafra!,2007,BaseGame,under 5,1,2,2.2727,11,30,113,3,14,13,31,20,6.24516
52164,Maulwurf Wrfel Puzzle,2001,BaseGame,under 5,2,4,1,2,10,10,1,0,0,2,1,2
7378,Chinatown,1999,BaseGame,12 to under 18,3,5,2.3172,413,60,5472,132,489,1255,4755,1546,7.19621
18671,"Operation Elope, 1918-1919",2001,BaseGame,12 to under 18,2,2,2.8571,7,10,126,6,6,4,30,27,2.9
10420,Tomb,2008,BaseGame,12 to under 18,1,6,2.6352,159,90,1480,105,99,432,1217,434,6.36643
23403,Agora,1996,BaseGame,5 to under 12,2,2,1.8333,6,20,60,3,5,14,24,6,6.41042
65815,Flowering Snail,2014,BaseGame,5 to under 12,2,2,1.5,2,15,14,2,0,1,4,3,6.25
22832,Mutabor: Im Irrgarten des Kalifen,1996,BaseGame,5 to under 12,2,4,3,1,30,41,2,0,2,9,3,6.61111
66184,Dirty Little Secrets,2014,BaseGame,12 to under 18,2,4,2,4,15,9,0,1,7,7,5,7.92857
33069,Bingory,2007,BaseGame,under 5,2,4,1,3,10,9,0,0,1,7,3,5.28571
20454,Dragons of Underearth,1981,BaseGame,12 to under 18,2,8,2,2,180,102,7,11,10,19,11,5.63158
7178,Dixit Odyssey,2011,BaseGame,5 to under 12,3,12,1.2684,313,30,9285,47,392,1365,6904,1106,7.56845
65263,Gangster Dice,2015,BaseGame,5 to under 12,2,4,1.6,5,20,12,0,0,6,15,8,8
10633,Hotel Samoa,2010,BaseGame,5 to under 12,3,6,2.0875,80,60,1453,132,31,130,886,262,6.35159
10430,Byzanz,2008,BaseGame,5 to under 12,3,6,1.6027,73,45,787,23,37,104,663,187,6.57699
8460,Bargain Hunter,1998,BaseGame,5 to under 12,3,4,1.8772,57,60,788,38,85,145,616,276,6.81367
47800,Combat Commander: Resistance!,2011,PremiumGame,12 to under 18,2,2,2.8148,27,120,1092,10,76,131,206,82,8.58641
61198,The Red Dragon Inn: Kickstarter Drink Cards,2013,PremiumGame,12 to under 18,2,4,2,1,60,143,2,23,47,23,6,8.06522
36068,Petrodolar,1984,BaseGame,under 5,2,4,2,1,120,9,0,0,1,5,1,6
26194,Busy Bodies,2004,BaseGame,5 to under 12,2,6,1.3333,3,30,0,0,0,0,3,2,1.66667
63381,Machi Koro: Millionaire's Row,2014,PremiumGame,5 to under 12,2,5,1.875,24,40,1375,7,140,529,228,66,7.28421
27443,Sportz Dice: Tennis,1986,BaseGame,5 to under 12,2,2,2,1,30,5,0,1,2,3,2,5
35768,Tooth and Claw,2007,BaseGame,under 5,1,2,3,2,60,18,0,1,5,5,3,6.8
9142,Thunderstone,2009,BaseGame,12 to under 18,1,5,2.4983,584,60,8689,519,190,1391,8160,1962,7.07628
20482,Illuminati Expansion Set 1,1983,PremiumGame,12 to under 18,3,6,2.4737,19,45,435,4,9,14,193,51,6.7715
16702,Zanzibar,2007,BaseGame,5 to under 12,2,5,2.1875,16,45,187,10,9,22,131,56,5.6129
29326,Celebrity,1999,BaseGame,under 5,4,12,1,1,45,11,1,0,1,13,7,6.57692
29377,Jabberwacky,2005,BaseGame,5 to under 12,2,10,2,1,10,21,0,0,1,9,2,4.83333
31640,Spion & Spion,1987,BaseGame,5 to under 12,2,4,1.6667,3,45,90,8,5,4,24,8,4.30417
12303,Boom Town,1990,BaseGame,5 to under 12,4,6,1.8333,18,30,140,6,15,20,139,58,6.61331
18467,Pirate's Plunder,2000,BaseGame,5 to under 12,2,6,1.5556,9,30,121,19,2,4,62,30,4.62371
29825,Starfight: Star Captains,2005,PremiumGame,5 to under 12,2,2,1,1,30,21,0,0,1,5,3,6.2
56371,War of the Ring: Lords of Middle-earth  Treebeard Mini-Expansion,2012,PremiumGame,12 to under 18,2,4,3.25,16,180,1405,40,45,99,204,88,7.83015
39939,Starfall Speedway Game,2006,BaseGame,under 5,2,8,1,1,15,3,0,0,0,2,0,4
68025,Turds: The Card Game,2015,BaseGame,5 to under 12,2,4,2,1,35,3,0,0,0,2,1,5.5
66708,Till Dawn: The Ring Expansion,2014,PremiumGame,5 to under 12,4,8,2,1,30,30,0,1,3,5,3,6.24
41572,Learning to Listen Pizza Palace Game,2007,BaseGame,under 5,2,3,2.5,2,15,14,0,0,0,5,4,4.6
45796,Notre Dame Express,2010,BaseGame,5 to under 12,2,5,3,2,60,52,2,3,39,23,22,6.63478
42307,Lynx,2004,BaseGame,5 to under 12,2,2,4,2,15,7,0,0,0,6,3,6.91667
8663,Doctor Who: Solitaire Story Game,2009,BaseGame,5 to under 12,1,1,2.5682,44,45,425,2,24,196,248,129,8.1825
16603,Funny Fishing,2006,BaseGame,under 5,2,5,1,10,15,47,1,6,21,54,28,5.66667
52026,Treasure Hunt,2011,BaseGame,5 to under 12,2,4,2,1,45,29,0,1,4,13,9,5.79231
49558,Anima Tactics: Erika,2009,PremiumGame,12 to under 18,2,7,3,1,60,6,0,0,0,1,0,8.5
29201,Midevil II: Castle Chaos,2006,PremiumGame,5 to under 12,2,6,1.125,8,60,336,26,2,15,103,36,6.03786
66354,Must Eat Humans (M.E.H.),2017,BaseGame,5 to under 12,2,6,2,1,60,2,0,0,0,0,0,0
11555,Millionen von Schwalben,2006,BaseGame,5 to under 12,3,6,2.375,24,120,190,12,5,17,112,40,7.38304
13157,Fluxx,1997,BaseGame,5 to under 12,2,6,1.3992,962,30,15107,524,35,421,10186,3019,5.72402
44288,Cold War Rummy,2009,BaseGame,5 to under 12,2,2,2,1,40,9,0,2,10,4,4,6.175
15158,Rubik's Tac Toe,1981,BaseGame,5 to under 12,2,2,1.375,8,10,260,30,1,6,77,54,6.06338
33673,Polykatastimata,1990,BaseGame,under 5,2,6,1,1,120,8,0,0,0,5,1,4.5
17585,An Enchanting Evening,1981,BaseGame,18 to under 21,2,2,1,4,60,108,8,1,4,39,30,5.14103
23731,Sky My Husband,2004,BaseGame,12 to under 18,2,8,1,3,15,47,0,0,2,25,12,5.06
14177,Numeri,1998,BaseGame,5 to under 12,2,4,1.0952,21,30,251,6,12,25,253,75,5.75158
64128,Zombicide Box of Zombies Set #7: Lost Zombivors,2015,PremiumGame,12 to under 18,1,12,2.25,4,60,580,13,10,32,47,16,7.31064
21979,Treasure Hunt,1989,BaseGame,5 to under 12,2,2,2.25,4,30,87,8,7,9,28,18,5.4
23056,"Army Group North: The Summer Offensive Against Leningrad, 1941",1982,BaseGame,12 to under 18,2,2,4,3,120,65,7,2,3,10,10,6.65
42786,Gotham:  Building the American City,2009,BaseGame,5 to under 12,2,5,2,2,45,5,0,1,9,3,6,5.83333
25994,Catch Phrase Junior,2002,BaseGame,5 to under 12,4,20,1,1,15,26,4,3,3,20,8,6.934
56602,Hero Must Die!,2013,BaseGame,5 to under 12,2,4,1,1,120,5,0,0,6,3,1,7.83333
20680,Armored Trooper Votoms: Civil War,1986,BaseGame,12 to under 18,2,2,2,1,60,6,0,5,5,1,1,7
17081,The Road To Vicksburg: The Battle of Champion Hill,1985,BaseGame,12 to under 18,2,2,2.5,10,60,217,19,7,2,44,45,5.54091
63028,Stonewall's Sword: The Battle of Cedar Mountain,2015,BaseGame,12 to under 18,2,2,3,1,180,100,0,17,30,14,11,8.42857
12678,Chez Greek,2002,BaseGame,18 to under 21,2,6,1.4857,35,60,759,39,7,27,399,108,5.94802
11930,Bacchus' Banquet,2008,BaseGame,5 to under 12,3,5,1.6316,76,30,651,70,17,82,539,218,6.00392
29224,Silly Sandwiches,1996,BaseGame,5 to under 12,2,6,1,1,20,13,0,0,0,7,6,3.28571
56828,Power Rangers Super Samurai Make A Match Memory Game,2012,BaseGame,under 5,2,4,2,1,15,4,0,0,0,1,1,8
44013,Where do I live?,2008,BaseGame,under 5,2,4,1,1,20,2,0,0,0,1,0,4
22623,Little Bear Leap Frog Game,1999,BaseGame,under 5,2,4,1,1,20,14,1,0,0,3,6,5.66667
60361,Monster Math,2013,BaseGame,5 to under 12,2,6,2,1,45,3,0,0,0,3,1,7
27388,Wykersham,1980,BaseGame,under 5,2,2,2,4,30,102,14,5,12,29,17,6.44828
26581,Panzer Commander Afrika,2005,BaseGame,12 to under 18,2,2,1,3,60,38,5,0,3,3,8,4
66378,Old School Tactical,2015,BaseGame,under 5,0,0,2,1,60,3,0,6,16,2,7,7.885
12289,Vault Wars,2015,BaseGame,under 5,3,5,2.25,8,60,234,1,41,168,73,75,7.50781
13861,A Blood-Red Banner: The Alamo,2011,BaseGame,5 to under 12,1,2,1.5556,18,15,138,5,20,43,59,33,6.8517
9658,Welcome to the Dungeon,2013,BaseGame,5 to under 12,2,4,1.18,100,30,2173,31,202,868,1123,249,6.99235
33165,Globe Trotting,2000,BaseGame,under 5,2,4,1,2,15,6,0,0,0,1,2,6
49562,Illuminati: Unconstitutional! Promo Card,2011,PremiumGame,12 to under 18,2,8,3,1,180,39,3,12,26,7,4,7.71429
20009,Run Hippy! Run! The Boardgame,2000,BaseGame,12 to under 18,2,6,1.5,2,45,16,0,0,7,3,5,5.33333
62448,Sorcerous Futures,2012,BaseGame,5 to under 12,3,5,2,1,60,0,0,0,0,1,0,7
18683,Award Show,2005,BaseGame,5 to under 12,2,6,1.25,12,45,157,22,1,1,66,40,4.2
38203,Klingon Ship Recognition Manual,1985,PremiumGame,under 5,2,2,3.2857,7,60,61,1,3,5,26,5,7.3
61722,Fief: France 1429  Teutonic Knights Expansion,2015,PremiumGame,12 to under 18,3,6,3.6,5,120,540,11,2,4,30,20,8.03
8564,Infection: Humanity's Last Gasp,2013,BaseGame,12 to under 18,1,1,2.0357,28,45,566,20,106,308,284,111,7.5334
18842,Don't Wake Daddy,1992,BaseGame,under 5,2,4,1,22,20,268,6,0,13,179,77,4.28304
59021,Chain Links,2013,BaseGame,5 to under 12,2,6,1,1,5,1,0,0,0,0,0,0
17082,Scene it? Disney Deluxe Edition,2005,BaseGame,5 to under 12,2,6,2,1,45,71,3,0,2,34,13,5.46471
47289,Chosen Path,2010,BaseGame,5 to under 12,2,4,1,1,20,2,0,0,0,0,0,0
30415,Monopoly: John Deere,2005,BaseGame,5 to under 12,2,6,1,1,120,10,0,3,3,6,3,4.58333
21512,Goblin King,1996,BaseGame,12 to under 18,4,5,3,1,180,35,0,15,19,16,7,6.125
57019,The Lord of the Rings: The Card Game  Nightmare Deck: Passage Through Mirkwood,2013,PremiumGame,12 to under 18,1,2,3,6,60,660,7,39,62,76,42,8.01053
16730,Apples To Apples: Family,2010,BaseGame,5 to under 12,4,16,1,3,15,79,3,1,4,45,9,5.65556
50381,POX: Save the People,2011,BaseGame,5 to under 12,1,4,2.5,2,35,18,2,3,6,13,8,8.03846
15023,Star Blazers Fleet Battle System,1997,BaseGame,12 to under 18,2,6,3.7143,7,180,73,3,16,27,30,17,7.03333
42105,Hyperspace Hack,2009,BaseGame,5 to under 12,2,20,1,1,90,3,0,1,2,2,2,8.5
39510,Rome: The Great Battles,2006,BaseGame,under 5,2,6,3,1,150,7,1,2,3,2,1,9.5
50918,Manga Party,2011,BaseGame,5 to under 12,3,8,1,1,20,28,1,2,6,14,2,5.32143
15198,Papua,1992,BaseGame,5 to under 12,3,6,1.6,5,60,104,8,6,7,67,25,6.03731
32300,Abteilung: WW2 Battle Rules for 15mm Figures and Models,1995,BaseGame,12 to under 18,2,8,2,1,120,10,3,0,1,3,1,5.16667
62351,Arcadia Quest: Guildmaster Kickstarter Heroes,2014,PremiumGame,12 to under 18,2,4,2.1667,6,60,750,4,51,62,117,31,8.42735
15259,Age of Assassins,2013,BaseGame,5 to under 12,3,4,2,2,30,40,2,8,23,32,23,6.53125
35427,Duel in the Dark: Early Nights,2008,PremiumGame,12 to under 18,1,2,2.7143,7,45,310,11,14,37,48,30,7.20208
31407,DungeonCrawl,2006,BaseGame,12 to under 18,2,5,3,1,60,6,0,0,3,6,3,5
7179,Mice and Mystics,2012,BaseGame,5 to under 12,1,4,2.6026,468,120,13528,248,993,4343,6961,1579,7.59293
8539,DungeonQuest Revised Edition,2014,BaseGame,12 to under 18,1,4,1.931,29,60,747,11,83,319,345,92,7.41058
39765,Kopf an Kopf,2007,BaseGame,under 5,2,4,1,1,10,3,0,0,0,2,2,6.25
10431,Ottoman Sunset,2010,BaseGame,12 to under 18,1,1,1.9184,49,30,611,17,64,193,292,145,7.43699
48876,Defenders of the Realm: Hero Expansion #2,2011,PremiumGame,12 to under 18,1,4,2.7778,9,120,986,16,65,125,228,78,7.67816
49448,Anima Tactics: Saint Astraege,2009,PremiumGame,12 to under 18,2,8,3,1,60,6,0,0,0,0,0,0
24278,Monopoly: Major League Baseball,2004,BaseGame,5 to under 12,2,6,1.5,4,120,31,2,1,2,17,6,4.91176
65600,Switch: The Game of Ups and Downs,2001,BaseGame,5 to under 12,3,5,1,1,5,2,0,0,0,1,0,6
8125,Phoenicia,2007,BaseGame,12 to under 18,2,5,2.9244,238,90,1929,193,47,280,1713,738,6.60675
30240,Jo Mllers Kino Quiz,1995,BaseGame,12 to under 18,2,6,1,1,45,16,3,0,0,6,3,4.83333
12230,Doom of the Eldar,1993,BaseGame,12 to under 18,2,2,2.4615,13,120,330,22,23,41,164,67,6.48341
16352,DaVinci's Mancala,2005,BaseGame,5 to under 12,2,2,1,3,20,129,21,2,9,40,26,5.8425
55117,Barcelona,2011,BaseGame,under 5,2,5,2,1,15,5,0,0,0,1,2,6
44145,Schtzen Sie mal! Reich & Schn,2009,BaseGame,5 to under 12,2,8,1,2,30,35,3,0,0,15,4,6.4
13493,World of Tanks: Rush,2013,BaseGame,5 to under 12,2,5,2.1667,24,30,445,16,16,68,265,73,5.92943
8282,De Bellis Antiquitatis,1990,BaseGame,12 to under 18,2,6,2.8352,91,60,781,14,16,59,529,207,7.14115
24480,Chantilly,1999,BaseGame,12 to under 18,2,2,1,1,1,18,0,1,3,4,1,7.5
21459,Investigators,1989,BaseGame,5 to under 12,2,8,1,1,30,34,4,0,1,8,6,4.5625
50423,Enki-Des:  The Soul Gates,2011,BaseGame,5 to under 12,1,1,1,2,10,24,0,0,12,12,10,6.125
16518,Battleship: Star Wars Advanced Mission,2002,BaseGame,5 to under 12,1,2,1.25,4,20,208,12,7,16,83,37,5.61566
13299,Moonbase Alpha,2012,BaseGame,12 to under 18,2,2,2.3333,12,90,137,6,37,98,49,30,7.17245
11655,Havannah,1981,BaseGame,5 to under 12,2,2,3.375,16,30,204,10,30,59,135,65,7.19519
23280,Operation Spark: the Relief of Leningrad 1943,1997,BaseGame,under 5,2,2,3.7143,7,180,144,7,6,10,25,14,6.96
30763,Sparito!,2003,BaseGame,5 to under 12,2,4,1,1,30,26,1,1,1,9,4,6.94444
25974,Mighty Morphin Power Rangers Game,1994,BaseGame,5 to under 12,2,4,1.2,5,30,47,1,3,3,13,10,4.07692
9757,World at War: Eisenbach Gap,2007,BaseGame,12 to under 18,2,2,2.5727,110,90,1133,30,85,252,579,253,7.53553
14670,Drive on Frankfurt,1987,BaseGame,12 to under 18,2,2,2.7,10,120,206,14,2,5,39,30,6.75846
10079,Zombie Dice,2010,BaseGame,5 to under 12,2,99,1.1192,629,20,15331,248,62,580,8785,1951,6.29448
