Game_ID,Game_Name,Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Complexity,Complexity_Raters,Average_Play_Time,Owner_Number,Trader_Number,HighInterest_Number,Interest_Number,Rater_Number,Comment_Number
8701,The Settlers of Zarahemla,2003,BaseGame,12 to under 18,2,4,2.551,49,90,651,59,23,75,441,191
7435,Blue Moon City,2006,BaseGame,5 to under 12,2,4,2.2995,798,60,5907,159,340,1262,6341,1979
18538,Global Pursuit,1987,BaseGame,5 to under 12,2,6,1.85,20,60,578,85,2,5,185,116
57380,A Game of Thrones: The Card Game  A Journey's End,2013,PremiumGame,12 to under 18,2,4,3,1,60,181,2,10,12,27,3
11815,Octopus' Garden,2011,BaseGame,5 to under 12,2,4,1.5,16,45,315,14,21,69,159,66
20285,Obsession,1988,BaseGame,under 5,2,2,2,1,20,13,1,1,2,4,3
65253,Myth: Quest Expansion 2,2014,PremiumGame,12 to under 18,2,5,3,1,120,149,2,10,14,5,4
15680,Who is going to do the dishes?,1991,BaseGame,5 to under 12,2,4,1.4,5,20,83,4,1,3,58,17
8142,Click Clack Lumberjack,2008,BaseGame,5 to under 12,2,7,1.0488,123,10,2576,48,124,346,1819,533
21889,Obalistig,1997,BaseGame,under 5,2,5,1,3,10,39,5,0,0,14,12
15071,In Extremis,2004,BaseGame,12 to under 18,3,5,1,3,10,63,2,2,4,31,8
17157,"Right Turn, Left Turn",2000,BaseGame,5 to under 12,2,8,1.1538,13,10,240,19,4,10,109,54
30747,Picture Bingo,1994,BaseGame,under 5,1,3,1,3,15,16,0,0,0,14,7
9172,Carcassonne: The Castle,2003,BaseGame,5 to under 12,2,2,1.9824,680,30,8160,259,185,749,5841,1949
67105,"Greyhound vs. Bear: The Raid on Astrakhan, 1942",2015,BaseGame,12 to under 18,1,2,2,2,45,6,0,0,3,2,1
14605,Ochs & Esel,2008,BaseGame,5 to under 12,3,12,1.5,2,20,108,3,2,8,59,10
17145,Bombs Away,1995,BaseGame,5 to under 12,2,2,2,8,45,136,14,0,0,32,26
36161,Colorful Clues,2007,BaseGame,under 5,2,4,2,1,10,5,0,0,0,1,3
14222,Venezia,2001,BaseGame,5 to under 12,2,4,2.3,20,60,388,32,11,21,189,75
57868,Agents of SMERSH: Swagman's Hope,2014,PremiumGame,12 to under 18,1,5,3,5,120,640,8,44,90,78,45
8084,Lock 'n Load: Band of Heroes,2005,BaseGame,12 to under 18,2,2,3.041,122,60,1297,79,72,300,571,281
10101,10 Days in the USA,2003,BaseGame,5 to under 12,2,4,1.4086,186,30,1991,117,62,190,1536,652
28305,Avanti Savoia: Intelligence Handbook on Italian Armoured and Infantry Forces,2005,PremiumGame,under 5,2,2,4,1,120,21,2,1,2,6,0
67406,Sergeants D-Day: German Fusilier Assault Tactics expansion,2014,PremiumGame,12 to under 18,2,4,3,1,90,5,0,1,0,0,0
61720,Laundromat,2014,BaseGame,5 to under 12,2,4,1,3,15,8,0,0,2,11,8
15876,Search for Gnomes,2012,BaseGame,5 to under 12,2,4,1.6,5,35,46,2,1,8,31,7
11466,Nobody but Us Chickens,2003,BaseGame,5 to under 12,3,6,1.1923,52,20,593,37,17,60,474,208
53921,Baden-Wrttemberg Catan,2012,BaseGame,5 to under 12,3,4,2,2,60,80,2,2,13,19,7
62216,King's Pouch,2013,BaseGame,5 to under 12,2,4,5,1,50,3,0,0,1,1,0
53248,RED WHITE & BLUE RACIN' Stock Car Action Game,2012,BaseGame,under 5,1,2,2,6,45,55,0,5,12,25,11
16358,CLASH: Jihad vs. McWorld,2012,BaseGame,12 to under 18,2,2,1.6923,13,15,181,26,2,10,102,27
43072,The Pinocchio Game,1990,BaseGame,under 5,2,4,1,1,20,1,0,0,0,1,1
67590,Delfinarium,2010,BaseGame,5 to under 12,2,6,1.2857,7,40,7,0,0,0,5,0
10693,New Dawn,2014,BaseGame,12 to under 18,2,4,3.087,23,120,805,31,58,273,259,115
21791,Code of Bushido: ASL Module 8,1991,PremiumGame,12 to under 18,2,2,4.5319,47,120,1036,18,28,41,323,117
41348,Hexen Hexen,1992,BaseGame,5 to under 12,2,4,1,1,30,15,3,0,0,5,3
20740,Girls High School Athletic Festival,1991,BaseGame,5 to under 12,2,6,1,1,30,3,0,0,1,2,1
23743,The Sopranos Trivia Game,2004,BaseGame,18 to under 21,2,2,1,1,60,54,11,0,0,15,15
22084,UNO Madness,1995,BaseGame,5 to under 12,2,4,1.5,2,20,71,5,0,2,18,14
10490,The Witcher Adventure Game,2014,BaseGame,12 to under 18,2,4,2.3768,69,120,1135,25,111,703,706,175
14635,Attakube,2001,BaseGame,5 to under 12,2,2,2.25,4,20,71,4,9,17,40,16
20328,Paratrooper: ASL Module 2,1986,PremiumGame,12 to under 18,2,2,4.0602,83,120,1569,50,17,29,489,175
35021,AT-43 Army Book: Therians,2007,PremiumGame,12 to under 18,2,2,3.6667,6,30,175,5,3,2,41,10
13871,Beer Money,2004,BaseGame,12 to under 18,2,4,1.8077,26,10,736,55,5,32,351,134
18288,Car Wars: The Card Game,1991,BaseGame,5 to under 12,2,6,1.4,65,60,837,46,10,45,526,229
20921,Quinto,1994,BaseGame,5 to under 12,2,4,2,1,60,43,3,0,0,12,7
13844,Villainous Vikings (Second Edition),2014,BaseGame,12 to under 18,3,5,2.5,6,60,118,3,27,52,34,18
39726,Star Wars Adventures,2002,BaseGame,under 5,1,4,2,1,60,6,0,0,2,2,1
14942,Tomb Raider Collectible Card Game,1999,BaseGame,5 to under 12,1,4,1.9167,12,45,328,50,9,19,135,64
18809,Transformers 3D Battle Card Game,2007,BaseGame,5 to under 12,2,2,1.1538,13,30,74,6,0,1,65,33
11834,Dark Minions,2011,BaseGame,5 to under 12,3,5,2.1304,23,60,749,78,15,94,292,108
44786,Munci,2009,BaseGame,5 to under 12,2,4,1,1,120,5,0,0,0,4,2
25864,The Battle of Trafalgar 1805,2004,BaseGame,5 to under 12,2,2,2,1,30,9,1,1,2,7,5
40446,Pokmon Board Game Book,2006,BaseGame,under 5,2,2,1,1,60,1,0,0,0,1,1
63683,Dungeons & Dragons: Attack Wing  Hobgoblin Troop Expansion Pack,2014,PremiumGame,12 to under 18,2,99,2,1,30,244,6,1,7,22,10
23362,Bonjour Simone,1999,BaseGame,5 to under 12,2,10,1,2,15,37,0,0,1,13,4
16446,Pirates!,2005,BaseGame,5 to under 12,2,6,1.5882,17,30,252,17,23,30,133,45
66009,Dorasure,2014,BaseGame,5 to under 12,2,5,1.5,2,30,42,1,2,6,17,4
33004,Napoleonic Quick March,2007,BaseGame,12 to under 18,2,20,2,1,30,2,0,0,3,2,0
16272,Die Hanse,1993,BaseGame,5 to under 12,3,6,2.2778,18,75,293,28,10,21,147,49
9193,Finca,2009,BaseGame,5 to under 12,2,4,2.092,402,45,4655,82,409,1059,4863,1300
61091,Divvy: The Pirate Loot Game,2014,BaseGame,5 to under 12,3,6,2,1,40,2,0,0,0,1,0
27355,Pacifist,1984,BaseGame,under 5,3,6,1,1,60,35,1,1,2,17,2
46486,Maziacs the Boardgame,2010,BaseGame,5 to under 12,1,2,1,1,30,13,0,0,6,3,2
29098,Cranium Hullabaloo DVD Game,2006,BaseGame,under 5,1,6,1,6,30,34,4,2,2,22,18
34598,Bratz: Make Me Up!,2004,BaseGame,5 to under 12,2,4,1,1,20,0,0,0,0,0,0
13697,TAIJI,2007,BaseGame,5 to under 12,2,2,2.0714,14,30,84,0,8,43,89,31
65950,Birds of a Feather,2015,BaseGame,5 to under 12,1,7,2,2,15,18,0,7,26,14,12
16764,Pirates' Gold,1990,BaseGame,5 to under 12,2,4,1,7,20,91,10,11,25,43,23
42717,"Lietuva: Viskas, k lietuvis turi inoti",2006,BaseGame,12 to under 18,2,6,3,1,45,6,0,0,0,4,1
48163,Journey to Extinction Island,2009,BaseGame,under 5,2,4,1,1,15,0,0,0,0,1,1
41592,Knock Out,1980,BaseGame,5 to under 12,2,2,1,1,15,7,0,0,1,4,1
39940,Raise The Ruins,2008,BaseGame,under 5,3,4,2.5,2,45,23,0,4,6,7,7
65722,De Stijl,2014,BaseGame,5 to under 12,2,4,2,2,10,8,0,0,2,6,1
12692,Isis & Osiris,2001,BaseGame,5 to under 12,2,4,1.3611,72,30,992,49,9,31,653,166
42581,Pentalath,2009,BaseGame,5 to under 12,2,2,2,3,20,27,0,2,6,28,14
18521,Saloon,2001,BaseGame,5 to under 12,3,6,1.0714,14,30,183,18,1,4,94,23
8447,Tiny Epic Defenders,2015,BaseGame,12 to under 18,1,4,1.8209,67,30,2793,92,73,290,851,319
29514,"LSD: Linearity, Simplicity, Duality",2006,BaseGame,5 to under 12,2,4,1.5,2,40,24,3,4,3,11,8
11355,IOTA,2012,BaseGame,5 to under 12,2,4,1.9737,38,30,1045,24,15,97,411,122
23534,Harry Potter Gnome Toss Card Game,2001,BaseGame,5 to under 12,3,6,1,2,30,40,5,1,5,17,10
10291,Barbarossa,1988,BaseGame,12 to under 18,3,4,1.5769,130,60,1851,102,39,119,1157,418
34807,ReFraze,2000,BaseGame,under 5,2,22,1.5,8,30,43,3,1,2,29,22
32478,Space Tivitz,2004,BaseGame,5 to under 12,2,2,1,1,20,4,0,0,1,4,2
11163,Enemy in Sight,1988,BaseGame,5 to under 12,2,8,1.7246,69,120,1000,59,37,61,573,233
9982,GiftTRAP,2006,BaseGame,5 to under 12,3,8,1.2523,222,60,2441,146,45,272,1992,624
7594,Fairy Tale,2004,BaseGame,5 to under 12,2,5,1.7441,590,20,8134,323,264,1229,5903,2080
15094,Morelli,2011,BaseGame,5 to under 12,2,2,3.3333,6,45,15,0,5,16,31,12
18962,Camlyn's Destiny,2000,BaseGame,12 to under 18,2,4,2,2,180,52,10,1,4,15,14
64696,Time of Crisis,2015,BaseGame,under 5,2,4,1.5,2,150,2,0,14,89,5,13
63251,Anima Tactics: Frederick Adler,2012,PremiumGame,12 to under 18,2,2,3,1,60,1,0,0,0,0,0
48920,A Game of Thrones: The Card Game  Called by the Conclave,2011,PremiumGame,12 to under 18,2,4,1,1,60,285,9,11,11,33,8
17259,Advanced Dungeons & Dragons Battlesystem Skirmishes,1991,BaseGame,12 to under 18,2,8,3,10,120,111,6,5,6,50,22
11055,Canyon,1997,BaseGame,5 to under 12,3,6,1.5882,68,45,832,46,30,47,657,261
33577,Hatchlings,2007,BaseGame,5 to under 12,2,4,2,1,20,2,1,4,12,2,1
20677,S.F.3.D. Original,1984,BaseGame,12 to under 18,2,2,2.2857,7,120,67,3,14,21,28,15
8754,Risk: Godstorm,2004,BaseGame,5 to under 12,2,5,2.6588,211,120,3340,288,37,196,1841,610
26924,N30: We Are Winning!,2004,BaseGame,12 to under 18,2,2,3,1,120,8,1,1,3,1,3
9755,Industrial Waste,2001,BaseGame,12 to under 18,2,4,2.6312,141,60,1211,51,112,239,1370,516
63314,Tark Mees Taskus,2014,BaseGame,5 to under 12,1,10,1,4,15,48,1,0,3,28,5
9660,Constantinopolis,2010,BaseGame,12 to under 18,2,5,3.1328,128,90,1886,132,78,401,1116,365
24923,Cthul-B-Que,2008,BaseGame,12 to under 18,2,5,2,3,20,35,0,2,13,10,8
33827,Poker d'Enfer,2007,BaseGame,5 to under 12,2,5,1,1,30,20,1,0,0,8,3
59150,The Siege of Syracuse 415-413 BC,2013,BaseGame,12 to under 18,2,2,2.5,2,90,62,3,3,6,7,6
41705,1859: Grand Tactical Rules for the Second Italian War of Independence,2006,BaseGame,12 to under 18,2,2,3,1,180,20,1,2,1,2,1
17378,Bullwinkle and Rocky Role Playing Party Game,1988,BaseGame,12 to under 18,2,10,1,1,90,216,24,4,6,64,41
45002,Marlborough s'en va-t-en guerre,2003,BaseGame,under 5,2,3,3,1,180,4,0,1,3,3,2
15057,Clue: Dungeons & Dragons,2001,BaseGame,5 to under 12,2,6,1.7333,15,90,493,21,35,91,183,66
49116,Warhammer: Invasion  Legends,2011,PremiumGame,12 to under 18,2,2,2.7619,21,45,893,21,32,45,198,40
14462,War & Sheep,2002,BaseGame,5 to under 12,2,2,1.2766,47,20,494,43,12,30,337,135
57528,DC Comics Deck-Building Game: Martian Manhunter promo,2012,PremiumGame,12 to under 18,2,5,2,15,45,704,19,29,70,166,39
17197,Good Help,2010,BaseGame,12 to under 18,3,6,2.4,5,90,107,14,6,33,67,25
16699,Sopio,2011,BaseGame,12 to under 18,1,3,1.2222,9,20,51,1,2,13,40,12
59880,The Lord of the Rings: The Card Game  The Voice of Isengard,2014,PremiumGame,12 to under 18,1,2,3,8,60,1198,7,93,187,142,57
14160,Micro Monsters,2012,BaseGame,5 to under 12,2,4,1,1,30,95,8,4,18,46,15
9377,Elfenland,1998,BaseGame,5 to under 12,2,6,2.1698,642,60,6918,226,194,675,6054,1734
28815,Hive Alive,1995,BaseGame,5 to under 12,2,2,1,1,30,8,0,0,0,4,3
23276,No Sailor But a Fool: Command at Sea Volume III,1997,PremiumGame,12 to under 18,2,12,3.5455,11,180,109,2,6,14,31,9
18811,Oneupmanship: Mine's Bigger,2013,BaseGame,12 to under 18,2,4,1,1,90,1,0,1,6,36,12
17663,Koala,2006,BaseGame,5 to under 12,3,10,1.8571,7,30,155,7,0,6,48,14
17242,Battlecards: World Conflict  The Russian Front  Starter Set,2003,BaseGame,5 to under 12,2,8,2.2,5,60,122,14,3,5,65,23
10409,Nyet!,1997,BaseGame,5 to under 12,3,5,1.9184,49,30,532,18,40,110,469,148
9084,Thunderstone: Dragonspire,2011,BaseGame,12 to under 18,1,5,2.6847,111,45,3721,179,109,503,2271,445
15333,First Afghan War,1996,BaseGame,12 to under 18,2,2,2.5,10,90,236,12,6,13,43,38
15000,Legends and Lies,2014,BaseGame,12 to under 18,1,4,1.8333,6,30,41,1,4,7,30,20
16601,The Big Fat Tomato Game,2012,BaseGame,5 to under 12,2,5,1.25,4,20,73,7,2,11,36,8
25110,Putsch au Panador,1987,BaseGame,12 to under 18,2,6,1,1,2,29,0,0,2,4,3
25149,Logik for begyndere,2003,BaseGame,5 to under 12,2,6,1,1,45,13,0,0,0,7,1
55825,Wings of Lightning,2012,BaseGame,12 to under 18,1,1,2.5,2,4,9,0,1,4,4,5
70086,Kings of Air and Steam: World's Fair,2016,PremiumGame,12 to under 18,2,7,2,2,120,4,0,5,20,1,4
11800,Rumble in the Dungeon,2012,BaseGame,5 to under 12,3,6,1.25,16,20,375,12,14,54,248,51
48857,Thunderstone: Thornwood Siege,2011,PremiumGame,12 to under 18,2,5,2.64,25,60,2126,87,49,160,649,123
22578,Lilly's Purple Plastic Purse Counting Game,1999,BaseGame,under 5,1,4,1,1,20,1,0,0,0,1,1
22882,Time is Money,1990,BaseGame,under 5,2,5,2,1,60,14,2,0,0,7,3
37205,Cutthroat Caverns: Relics & Ruin,2008,PremiumGame,under 5,3,6,2.55,20,90,1334,45,64,127,378,101
65681,Dawn of the Zeds (2nd Edition) expansion #1: The Director's Cut,2014,PremiumGame,12 to under 18,1,1,3,5,45,258,5,10,21,37,13
44349,Farmasum,2009,BaseGame,18 to under 21,2,2,1,1,5,2,1,0,0,1,0
7560,Patchistory,2013,BaseGame,12 to under 18,2,4,3.7107,121,120,1708,50,222,758,1055,292
24684,Wiggle Your Way Home,1997,BaseGame,under 5,1,4,1,1,15,19,0,0,0,6,2
9463,Perikles,2006,BaseGame,12 to under 18,3,5,3.2868,265,120,2505,212,55,265,1705,739
47991,BOLSA: the board game,2011,BaseGame,5 to under 12,2,6,1.6667,3,75,27,4,1,2,19,6
31217,Monster In The Cabbages,2006,BaseGame,5 to under 12,2,5,1.3333,3,25,11,0,0,2,4,5
44747,Formule D Circuit  11: JAPAN GRAND PRIX  Suzuka Circuit,1995,PremiumGame,12 to under 18,2,10,2,1,120,28,1,0,6,12,2
9816,Ubongo Extreme,2007,BaseGame,5 to under 12,2,4,1.8864,88,30,1211,35,65,174,1017,273
8904,Dixit Odyssey,2011,BaseGame,5 to under 12,3,12,1.2684,313,30,9285,47,392,1365,6904,1106
9421,Diamonds Club,2008,BaseGame,5 to under 12,2,4,2.619,168,75,1236,34,153,357,1488,436
11226,6-Tage Rennen,1986,BaseGame,5 to under 12,3,8,1.76,25,60,212,9,28,33,223,111
7350,Dungeons & Dragons: The Legend of Drizzt Board Game,2011,BaseGame,12 to under 18,1,5,2.6422,232,60,6452,145,345,1360,3155,709
44607,The Great British Trivia Challenge,2009,BaseGame,5 to under 12,2,16,1,1,30,1,0,0,0,1,2
24488,Kirovograd,1983,BaseGame,12 to under 18,2,4,3.5,6,180,103,10,8,7,28,19
18302,The A-Team,1984,BaseGame,5 to under 12,2,4,1,7,30,88,12,1,4,37,22
13983,Jitters,1986,BaseGame,5 to under 12,1,99,1.3,10,30,288,30,3,8,122,61
21244,Think Twice,2002,BaseGame,5 to under 12,2,2,1.3333,6,30,73,7,2,4,21,8
14889,Mamba,2001,BaseGame,5 to under 12,2,4,2.5,4,30,122,8,3,6,64,19
13934,Dive! Diver! Die!,2010,BaseGame,12 to under 18,3,5,1.7895,19,45,123,10,9,27,101,38
45043,NYA Familjens Frgespel,2010,BaseGame,5 to under 12,2,5,1,1,30,3,0,0,0,2,2
17762,Flux,1986,BaseGame,12 to under 18,2,6,1.4167,12,90,403,16,1,10,181,40
37166,Matrix,2003,BaseGame,under 5,1,1,3,1,30,4,0,0,1,3,5
12057,Monster Chase!,2009,BaseGame,under 5,1,5,1.0455,22,10,463,9,16,73,226,79
7351,Carcassonne: Hunters and Gatherers,2002,BaseGame,5 to under 12,2,5,1.9221,975,45,10457,267,206,754,8753,2670
8435,The Settlers of Canaan,2002,BaseGame,5 to under 12,2,4,2.3596,114,60,1554,94,28,95,995,359
7293,RoboRally,1994,BaseGame,12 to under 18,2,8,2.4426,1611,120,19141,478,610,2493,16798,4560
10926,Queen's Architect,2015,BaseGame,5 to under 12,2,4,2.68,25,60,403,9,143,487,200,57
11242,Tal der Knige,1992,BaseGame,12 to under 18,2,4,2.6667,30,60,479,27,72,114,298,106
15773,Geistermhle,2011,BaseGame,5 to under 12,2,4,1.3333,6,20,88,4,8,22,42,11
7499,Dungeons & Dragons: Castle Ravenloft Board Game,2010,BaseGame,12 to under 18,1,5,2.5216,533,60,9428,401,290,1506,5888,1573
17351,Custer's Luck,1985,BaseGame,12 to under 18,1,3,2.2727,11,180,158,9,4,11,41,26
27418,Mighty Beanz Trading Card Game,2004,BaseGame,5 to under 12,2,2,1,1,30,5,0,0,1,2,1
37424,Mini Zitternix,2005,BaseGame,5 to under 12,2,4,1,1,5,7,0,0,2,4,3
23906,The Simpsons Group Photo,2003,BaseGame,5 to under 12,2,4,1,3,15,43,3,2,2,25,10
17240,Animal Express,2007,BaseGame,5 to under 12,2,5,1,3,20,29,2,2,1,37,15
11154,Antidote,2013,BaseGame,12 to under 18,2,7,1.6667,27,30,645,21,14,77,284,83
53894,Le cirque de Lulu,2002,BaseGame,5 to under 12,1,4,3,1,15,4,0,0,0,2,1
67429,Teomachia: Mitologia sowiaska,2015,PremiumGame,5 to under 12,2,4,2,1,75,30,0,0,1,7,2
66926,ACHTUNG!,2015,BaseGame,5 to under 12,2,10,2,1,60,2,0,0,0,1,0
16798,Gold Thief,2006,BaseGame,5 to under 12,2,5,1.7143,7,5,177,11,1,8,75,29
18513,Echelons of Fire,1995,BaseGame,12 to under 18,2,2,1.8571,7,60,109,16,3,2,54,25
45465,wiat Dinozaurw,2009,BaseGame,5 to under 12,2,4,2,1,30,5,1,0,0,4,0
47578,Panzer Grenadier: Kursk  Burning Tigers,2014,BaseGame,under 5,2,2,3,2,60,50,0,10,20,12,12
38673,Gloom: Unfortunate Expeditions,2009,PremiumGame,12 to under 18,2,5,1.8095,21,30,1975,31,40,203,449,85
11763,Mit List und Tcke,1999,BaseGame,5 to under 12,4,6,1.8889,18,60,256,6,18,29,193,73
19079,Crazy Rummy,1998,BaseGame,5 to under 12,2,2,5,1,20,15,0,0,1,5,3
7490,Container,2007,BaseGame,under 5,3,5,3.2393,351,90,2558,53,532,1274,3286,1179
28403,Fart!,2007,BaseGame,12 to under 18,3,6,1,1,30,70,8,1,3,17,12
48089,Deepsea Desperation,2010,BaseGame,5 to under 12,2,2,1,1,15,9,0,0,4,3,1
40340,Caravaneers,2008,BaseGame,under 5,2,2,1.5,2,10,7,0,0,2,11,8
60943,Fanhunter: Las Montaas de la Locura  Electric Boogaloo,2013,BaseGame,5 to under 12,1,5,1.5,2,30,44,0,0,2,22,6
19449,Pentagonal,2000,BaseGame,5 to under 12,2,4,1,1,20,11,1,1,3,5,2
56469,Throne Wars,2013,BaseGame,12 to under 18,2,4,2,2,20,4,0,2,6,8,3
13184,Outremer,1987,BaseGame,12 to under 18,2,2,2.5714,7,180,215,11,20,27,73,26
9938,10 Days in Europe,2002,BaseGame,5 to under 12,2,4,1.3462,156,30,1761,75,78,201,1467,567
20630,Mobile Suit Z Gundam: Green Noa 1,1985,BaseGame,12 to under 18,2,2,1.5,2,90,4,0,4,5,2,0
7274,Conflict of Heroes: Awakening the Bear!  Russia 1941-42,2008,BaseGame,5 to under 12,1,4,2.9934,455,120,3508,208,211,954,2668,945
15494,Ghost Pirates,2012,BaseGame,12 to under 18,2,2,1.4,5,30,112,4,3,12,33,15
36887,Hunt,2007,BaseGame,under 5,2,4,2,1,30,1,0,0,0,2,1
11901,Wat'n dat!?,1996,BaseGame,5 to under 12,3,8,1.1875,16,60,285,4,18,41,161,49
64858,Shark Mania,2014,BaseGame,5 to under 12,2,4,1,1,5,63,0,2,6,24,6
19388,Spice Navigator,1999,BaseGame,5 to under 12,2,5,1.5,2,90,75,5,3,13,28,15
32410,Goods From Cape to Cairo,2006,BaseGame,5 to under 12,2,4,2,1,30,3,0,0,3,2,4
63183,Pillage / Burn,2014,BaseGame,5 to under 12,2,8,1,1,30,4,0,0,0,2,2
9249,Quarriors!,2011,BaseGame,12 to under 18,2,4,1.9563,686,30,12868,562,317,1743,9830,2283
60211,Poleis,2013,BaseGame,5 to under 12,2,5,3,1,90,2,0,1,3,1,2
15970,The Hobbit Adventure Boardgame,1994,BaseGame,5 to under 12,2,4,1.8333,30,90,512,44,8,25,233,91
59654,Forces of Evil,2014,BaseGame,12 to under 18,2,6,3.5,2,40,3,0,0,8,3,5
49653,Blitzkrieg Death Front (-),2010,BaseGame,12 to under 18,2,4,2.3333,3,20,16,0,0,1,8,1
62125,"1066, Tears To Many Mothers",2014,BaseGame,12 to under 18,2,2,2.2,5,60,47,0,16,67,27,17
25371,Deutschland unter Geld,1983,BaseGame,12 to under 18,1,2,2,2,180,18,0,2,1,6,1
52445,8-bit Inc,2012,BaseGame,5 to under 12,1,1,3,1,30,27,0,0,5,8,9
63017,Gamboni: King of New York,2015,BaseGame,12 to under 18,3,5,3,1,180,3,0,1,10,6,3
19779,Evil Genius,2002,BaseGame,5 to under 12,3,5,1,2,45,11,0,0,1,7,3
26161,Heroscape Expansion Set: Orm's Return ,2005,PremiumGame,5 to under 12,2,4,2.3016,63,60,1978,87,52,44,717,326
23947,Presidential Election,2004,BaseGame,5 to under 12,2,2,3,1,30,43,6,1,3,14,5
50439,Red Hot Silly Peppers,2011,BaseGame,5 to under 12,2,5,1.3333,3,15,26,2,1,1,10,5
15235,How to Host a Murder: The Class of '54,1987,BaseGame,18 to under 21,8,8,2,2,180,134,17,6,6,33,29
9285,Smash Up: Monster Smash,2014,BaseGame,12 to under 18,2,4,2.2593,27,45,3359,31,140,465,909,135
44806,Tracunhaem's Slaughter,2009,BaseGame,12 to under 18,2,2,1,1,30,2,0,0,1,2,0
9557,Edo,2012,BaseGame,12 to under 18,2,4,2.9551,89,60,1408,57,112,421,964,274
60664,Star Trek: Attack Wing  Elite Attack Die Resource,2013,PremiumGame,12 to under 18,2,99,2.5,2,60,197,8,9,16,37,10
15265,Arnhem: The Farthest Bridge,2010,BaseGame,12 to under 18,2,2,2.1429,7,60,176,9,3,17,47,29
8662,Urland,2001,BaseGame,12 to under 18,3,5,2.5634,71,90,978,44,56,112,674,225
22331,Peanut Butter & Jelly,1993,BaseGame,5 to under 12,2,4,1,1,20,15,1,1,0,7,6
57326,Joylings,2013,BaseGame,5 to under 12,2,4,1,2,20,4,1,0,0,6,3
33515,It's a Pharaohs Life,2007,BaseGame,5 to under 12,1,1,1.3333,3,20,12,0,0,6,11,6
32199,Montebello,2006,BaseGame,5 to under 12,2,2,2.75,4,120,80,0,1,11,22,16
28782,Hell's Bridgehead,2000,PremiumGame,12 to under 18,1,2,3.5,2,60,101,3,2,4,23,12
14997,Panzer General: Russian Assault,2010,BaseGame,5 to under 12,1,2,2.5833,12,60,422,62,15,33,91,57
44705,Ladinoscop,2007,BaseGame,5 to under 12,2,6,2,1,30,1,0,0,1,1,0
57628,Banana Party,2013,BaseGame,5 to under 12,2,4,1,3,20,51,6,0,4,18,3
68003,Earth Encounters,2015,BaseGame,12 to under 18,2,6,1,1,120,2,0,0,3,1,2
48093,Cuboid,2010,BaseGame,5 to under 12,2,2,2,1,30,4,0,0,1,2,2
20934,Killer Bunnies and the Quest for the Magic Carrot VIOLET Booster,2003,PremiumGame,12 to under 18,2,8,2.1,60,90,2064,68,17,41,805,168
33216,BattleTech: Solaris VII  The Game World,1991,PremiumGame,12 to under 18,2,2,3.8,5,180,168,6,0,7,50,17
7699,Rommel in the Desert,1982,BaseGame,12 to under 18,2,2,3.3793,145,150,1675,61,172,402,812,448
24000,Mountain Climb,1996,BaseGame,5 to under 12,2,2,1,4,20,34,4,0,0,10,11
18400,Badaboom,2005,BaseGame,12 to under 18,3,5,1.72,25,30,279,26,3,12,187,75
62120,Space Cadets: Dice Duel  Die Fighter,2014,PremiumGame,12 to under 18,2,10,2,6,30,708,15,60,224,78,43
58916,Norway,2013,BaseGame,5 to under 12,1,2,2,2,60,9,0,1,2,4,0
7911,Lost Valley,2004,BaseGame,5 to under 12,3,4,2.6066,211,60,1872,114,208,610,1567,691
15017,Serica: Plains of Dust,2011,BaseGame,5 to under 12,2,2,2.4,5,30,78,2,5,64,32,23
28033,Kampfgruppe Commander II,2005,BaseGame,12 to under 18,2,2,4,3,120,10,0,0,2,9,4
22304,Dirty Xmas,1999,BaseGame,under 5,2,6,1,1,60,14,0,0,0,7,1
46648,Sins of a Star Empire,2010,BaseGame,5 to under 12,2,6,3,1,90,1,0,0,1,0,0
46421,Agordat 1893,2010,BaseGame,5 to under 12,2,2,3,3,45,31,1,0,2,10,7
11751,Buffalo Wings,2010,BaseGame,under 5,2,2,2.65,20,180,353,6,28,52,93,53
36772,IceGolf,2007,BaseGame,under 5,1,5,1,3,10,4,0,0,0,3,3
14559,Adaman,2010,BaseGame,under 5,1,1,1.2308,13,10,37,0,0,6,73,40
56826,Power Rangers Samurai Pop 'N' Race,2012,BaseGame,5 to under 12,2,4,1,1,15,3,0,0,0,1,1
64559,Neuroshima Hex! Transport Base,2014,PremiumGame,5 to under 12,2,4,3,1,30,44,2,8,27,4,4
19825,Magus,1989,BaseGame,5 to under 12,2,6,2,1,90,55,4,1,2,15,9
21540,Frik,1986,BaseGame,12 to under 18,2,6,1.3333,3,90,51,8,0,0,29,12
64807,Notre Dame: The New Persons,2009,PremiumGame,5 to under 12,2,5,2.75,4,60,205,7,27,34,57,28
40416,Joel Harden's Mogul,2008,BaseGame,under 5,2,4,4,3,90,18,3,1,2,5,4
24872,Time's Up! Expansion set #2,2002,PremiumGame,12 to under 18,4,18,1.375,8,90,206,2,12,14,79,36
43342,Classic Battletech: Record Sheets  3039,2008,PremiumGame,12 to under 18,2,6,4,2,120,32,0,0,6,8,1
7783,PitchCar Mini,2003,BaseGame,5 to under 12,2,8,1.1418,141,30,1582,33,193,352,1479,469
24356,Dogs of War,2003,BaseGame,12 to under 18,2,2,2.5,2,120,14,2,2,6,9,3
